Input Sentences,Output Sentences
"বারবনিতে বাবুল সুপ্রিয়র উপর হামলা, জানুন বিস্তারিত","বারবনিতে বাবুল সুপ্রিয়র উপর হামলা, জানুন বিস্তারিত"
দুই জেলায় সড়কে প্রাণ গেল তিনজনের,দুই জেলায় সড়কে প্রাণ গেল তিনজনের
১১ তম সিনিয়র ন্যাশনাল হকির কোয়ার্টার ফাইনালে কর্নাটকের কাছে বাংলার হার,১১ তম সিনিয়র ন্যাশনাল হকির কোয়ার্টার ফাইনালে কর্নাটকের কাছে বাংলার হার
"প্রকাশ : ১১ আগস্ট ২০২০, ১৭:২৩ আপডেট : ১১ আগস্ট ২০২০, ১৭:১৬","প্রকাশ : ১১ আগস্ট ২০২০, ১৭:২৩ আপডেট : ১১ আগস্ট ২০২০, ১৭:১৬"
এবারের ঈদে আপনার নির্মিত কয়টি নাটক প্রচার হলো?,এবারের ঈদে আপনার নির্মিত কয়টি নাটক প্রচার হলো?
"ব্যাংকাররা সবার হাতের পুতুল, তাদের নিয়ে যেমন খুশি তেমন খেলা যায়!!","ব্যাংকাররা সবার হাতের পুতুল, তাদের নিয়ে যেমন খুশি তেমন খেলা যায়!!"
"৬৩ বছরের পেশাগত জীবনে রেডিও, টেলিভিশন ও ডিজিটাল প্ল্যাটফর্মে হাজার হাজার সাক্ষাৎকার তিনি নিয়েছিলেন।","৬৩ বছরের পেশাগত জীবনে রেডিও, টেলিভিশন ও ডিজিটাল প্ল্যাটফর্মে হাজার হাজার সাক্ষাৎকার তিনি নিয়েছিলেন।"
এই ইউনিয়নের কয়েকটি বিখ্যাত গ্রাম হল-,এই ইউনিয়নের কয়েকটি বিখ্যাত গ্রাম হল-
"লিখেছেন  দ্রোহী , ২৪ শে মে, ২০০৭  রাত ১১:৩৫","লিখেছেন  দ্রোহী , ২৪ শে মে, ২০০৭  রাত ১১:৩৫"
বেশ কয়েকদিন ধরেই অনুষ্কার বিয়ের গুঞ্জন শুরু হয়েছে,বেশ কয়েকদিন ধরেই অনুষ্কার বিয়ের গুঞ্জন শুরু হয়েছে
কড়িখেলা ধারাবাহিকের নায়িকা পারমিতা ওরফে শ্রীপর্ণা রায়কে দেখা যাবে দেবী অন্নপূর্ণার রূপে।,কড়িখেলা ধারাবাহিকের নায়িকা পারমিতা ওরফে শ্রীপর্ণা রায়কে দেখা যাবে দেবী অন্নপূর্ণার রূপে।
"যারা রোমানার হয়ে সাফাই গাচ্ছে,","যারা রোমানার হয়ে সাফাই গাচ্ছে,"
রইস-এর মুক্তি নিয়ে শাহরুখদের তোপ মহারাষ্ট্র নবিনর্মাণ সেনার,রইস-এর মুক্তি নিয়ে শাহরুখদের তোপ মহারাষ্ট্র নবিনর্মাণ সেনার
"কোটাধারীদের বলছি,কঠিন হইলে আওয়াজ দিয়ো,সহজ করে দেব।","কোটাধারীদের বলছি,কঠিন হইলে আওয়াজ দিয়ো,সহজ করে দেব।"
রাজধানীতে মাদকবিরোধী অভিযানে গ্রেপ্তার ৬৮,রাজধানীতে মাদকবিরোধী অভিযানে গ্রেপ্তার ৬৮
রাজধানীর ২টি স্কুলে বাস উপহার দিলেন প্রধানমন্ত্রী,রাজধানীর ২টি স্কুলে বাস উপহার দিলেন প্রধানমন্ত্রী
সেরা চলচ্চিত্র: তানহাজি: দ্য আনসাং ওয়ারিয়র,সেরা চলচ্চিত্র: তানহাজি: দ্য আনসাং ওয়ারিয়র
এনটিভি অনলাইন : আপনার জীবনে প্রাপ্তি অনেক। কোনো অতৃপ্তি আছে কি?,এনটিভি অনলাইন : আপনার জীবনে প্রাপ্তি অনেক। কোনো অতৃপ্তি আছে কি?
সদ্য প্রয়াত সাঈদা নাসরিন বাবলী। ছবি : সংগৃহীত,সদ্য প্রয়াত সাঈদা নাসরিন বাবলী। ছবি : সংগৃহীত
"প্রকাশ : ৩১ অক্টোবর ২০২১, ০০:০০ আপডেট : ৩১ অক্টোবর ২০২১, ০০:১৪","প্রকাশ : ৩১ অক্টোবর ২০২১, ০০:০০ আপডেট : ৩১ অক্টোবর ২০২১, ০০:১৪"
শেষ হলো আইপিউয়ের দ্বিতীয় দিনের অধিবেশন,শেষ হলো আইপিউয়ের দ্বিতীয় দিনের অধিবেশন
"সর্বশেষ এডিট : ২৮ শে জুন, ২০১৫  দুপুর ২:০০","সর্বশেষ এডিট : ২৮ শে জুন, ২০১৫  দুপুর ২:০০"
শেষ ঘণ্টায় ঘুরে দাঁড়ালো পুঁজিবাজার,শেষ ঘণ্টায় ঘুরে দাঁড়ালো পুঁজিবাজার
তাপস হত্যার ৩ বছর : বহাল তবিয়তে আসামিরা,তাপস হত্যার ৩ বছর : বহাল তবিয়তে আসামিরা
ফিজিতে শক্তিশালী ঘূর্ণিঝড়ে মৃতের সংখ্যা বেড়ে ৪৪,ফিজিতে শক্তিশালী ঘূর্ণিঝড়ে মৃতের সংখ্যা বেড়ে ৪৪
"তবে কর্মকর্তারা সতর্ক করে বলছেন, তার মানে এই নয় যে করোনাভাইরাস পুরোপুরি বিদায় নিয়েছে।","তবে কর্মকর্তারা সতর্ক করে বলছেন, তার মানে এই নয় যে করোনাভাইরাস পুরোপুরি বিদায় নিয়েছে।"
"- আমার তো মনে আছে, কিন্তু মনে হচ্ছে তোমাকে মনে করিয়ে দিলাম হঠাৎ!","- আমার তো মনে আছে, কিন্তু মনে হচ্ছে তোমাকে মনে করিয়ে দিলাম হঠাৎ!"
"২৭ শে অক্টোবর, ২০২১  সকাল ৭:৫১","২৭ শে অক্টোবর, ২০২১  সকাল ৭:৫১"
"২১ শে ডিসেম্বর, ২০২১  দুপুর ১:৩১","২১ শে ডিসেম্বর, ২০২১  দুপুর ১:৩১"
সম্পর্ক স্বাভাবিক করার ৬ উপায়,সম্পর্ক স্বাভাবিক করার ৬ উপায়
"১৩ ই জানুয়ারি, ২০২১  রাত ৮:৪৫","১৩ ই জানুয়ারি, ২০২১  রাত ৮:৪৫"
দিনগুলো ছিল আনন্দদায়ক। সাত বছর বয়সে এডিসনের পিতা মিশিগানের অন্তর্গত পোর্ট হারান,দিনগুলো ছিল আনন্দদায়ক। সাত বছর বয়সে এডিসনের পিতা মিশিগানের অন্তর্গত পোর্ট হারান
"সর্বশেষ এডিট : ০৫ ই মার্চ, ২০১০  রাত ১২:৪০","সর্বশেষ এডিট : ০৫ ই মার্চ, ২০১০  রাত ১২:৪০"
আগুয়েরোকে শুরুর একাদশে না রাখার ব্যাখ্যা বাউসার,আগুয়েরোকে শুরুর একাদশে না রাখার ব্যাখ্যা বাউসার
আরও পড়ুন জানেন পৃথিবীতে প্রাণের মহাবিনাশের কারণ কী?,আরও পড়ুন জানেন পৃথিবীতে প্রাণের মহাবিনাশের কারণ কী?
"১১ আগস্ট থেকে রোটেশন পদ্ধতিতে চলবে বাস, লঞ্চ, ট্রেন","১১ আগস্ট থেকে রোটেশন পদ্ধতিতে চলবে বাস, লঞ্চ, ট্রেন"
মিউচুয়াল ট্রাস্ট ব্যাংক প্রেজেন্ট আইইউবিএটি ন্যাশনাল ক্যারিয়ার ফেস্টিভ্যাল শনিবার,মিউচুয়াল ট্রাস্ট ব্যাংক প্রেজেন্ট আইইউবিএটি ন্যাশনাল ক্যারিয়ার ফেস্টিভ্যাল শনিবার
সেলিম আনোয়ার বলেছেন: তেমনটাই চলছে। নিজের পকেট পূজা করতে গিয়ে সবারই ক্ষতি হচ্ছে ।,সেলিম আনোয়ার বলেছেন: তেমনটাই চলছে। নিজের পকেট পূজা করতে গিয়ে সবারই ক্ষতি হচ্ছে ।
রাহুল দ্রাবিড়ের কোচিংয়ে দক্ষিণ আফ্রিকায় টেস্ট সিরিজ খেলতে এসেছে ভারত। সিরিজ জিততে মরিয়া টিম ইন্ডিয়া।,রাহুল দ্রাবিড়ের কোচিংয়ে দক্ষিণ আফ্রিকায় টেস্ট সিরিজ খেলতে এসেছে ভারত। সিরিজ জিততে মরিয়া টিম ইন্ডিয়া।
অজিদের আগ্রাসন নিয়ে প্রশ্ন পন্টিংয়ের,অজিদের আগ্রাসন নিয়ে প্রশ্ন পন্টিংয়ের
"০৯ ই অক্টোবর, ২০২০  বিকাল ৫:১৩","০৯ ই অক্টোবর, ২০২০  বিকাল ৫:১৩"
"যে যে ভাষায় বোঝে তাঁকে সেই ভাষায় জবাবের হুমকি দিলীপের, দেখুন ভিডিও।","যে যে ভাষায় বোঝে তাঁকে সেই ভাষায় জবাবের হুমকি দিলীপের, দেখুন ভিডিও।"
"আমাদের বৃদ্ধ মা ঠাহরও পেলেন না,","আমাদের বৃদ্ধ মা ঠাহরও পেলেন না,"
ক্রেতারা পণ্যের জন্য ওয়েবসাইট অথবা ফোনে কল করেও অর্ডার করতে পারবেন।,ক্রেতারা পণ্যের জন্য ওয়েবসাইট অথবা ফোনে কল করেও অর্ডার করতে পারবেন।
বার্ধক্যজনিত কারণে জাবির সাবেক উপাচার্য অধ্যাপক আবুল হোসেন মৃত্যু । ছবি : সংগৃহীত,বার্ধক্যজনিত কারণে জাবির সাবেক উপাচার্য অধ্যাপক আবুল হোসেন মৃত্যু । ছবি : সংগৃহীত
জেফ বেজোসের সঙ্গে মহাকাশে ঘুরতে যাচ্ছেন যারা,জেফ বেজোসের সঙ্গে মহাকাশে ঘুরতে যাচ্ছেন যারা
"৩০ শে নভেম্বর, ২০১৮  দুপুর ১২:১৮","৩০ শে নভেম্বর, ২০১৮  দুপুর ১২:১৮"
"প্রকাশিত: ১০:২৮ অপরাহ্ণ, ২৬ জুন ২০১৯","প্রকাশিত: ১০:২৮ অপরাহ্ণ, ২৬ জুন ২০১৯"
অভিনেতা টাইগার শ্রফ। অভিনেত্রী তারা সুতারিয়ার সঙ্গে রোমান্স করবেন তিনি।,অভিনেতা টাইগার শ্রফ। অভিনেত্রী তারা সুতারিয়ার সঙ্গে রোমান্স করবেন তিনি।
- দেশে এবং দেশের বাইরে প্রিয় স্থান-,- দেশে এবং দেশের বাইরে প্রিয় স্থান-
বড় ছেলের ঘরে আড়ি পেতে,বড় ছেলের ঘরে আড়ি পেতে
ভারত ও জাপান সফরে যাচ্ছেন উবার প্রধান,ভারত ও জাপান সফরে যাচ্ছেন উবার প্রধান
"আরো পড়ুন:  শিশুকে অপহরণের পর গণধর্ষণ করে শিরশ্ছেদ, সিসিটিভি বন্দি ঘটনা","আরো পড়ুন:  শিশুকে অপহরণের পর গণধর্ষণ করে শিরশ্ছেদ, সিসিটিভি বন্দি ঘটনা"
আপনি কিসের পিনের কথা বলছেন? আপনার প্রশ্নটি স্পষ্ট না।,আপনি কিসের পিনের কথা বলছেন? আপনার প্রশ্নটি স্পষ্ট না।
"থমকে আছে চাকরির বাজার, বিসিএসেও জট","থমকে আছে চাকরির বাজার, বিসিএসেও জট"
কম্পিউটারের হার্ড ড্রাইভ ফেল হলে যা করবেন,কম্পিউটারের হার্ড ড্রাইভ ফেল হলে যা করবেন
আমার এই শুভকামনা কোনও ছলনা নয়।,আমার এই শুভকামনা কোনও ছলনা নয়।
"আপডেট: ২৮ মার্চ, ২০১৫, ১৬:৪৪","আপডেট: ২৮ মার্চ, ২০১৫, ১৬:৪৪"
"২৩ শে অক্টোবর, ২০১০  রাত ৩:৪৬","২৩ শে অক্টোবর, ২০১০  রাত ৩:৪৬"
সাইবার সিকিউরিটির পরামর্শক সভায় ওয়াশিংটন আসছে বাংলাদেশ প্রতিনিধি দল,সাইবার সিকিউরিটির পরামর্শক সভায় ওয়াশিংটন আসছে বাংলাদেশ প্রতিনিধি দল
"""ও মন অসাড় মায়ায় ভুলে রবে"", ""আমি কোথায় পাব তারে"" ।","""ও মন অসাড় মায়ায় ভুলে রবে"", ""আমি কোথায় পাব তারে"" ।"
অথচ নিজের জন্যই কোন নক্ষত্র বরাদ্দ রাখেননি কখনো।,অথচ নিজের জন্যই কোন নক্ষত্র বরাদ্দ রাখেননি কখনো।
আ্যলোভেরার জুস তৈরির করে ভেষজও ওষুধ তৈরি উদ্যোগ৷,আ্যলোভেরার জুস তৈরির করে ভেষজও ওষুধ তৈরি উদ্যোগ৷
"সুরভী-৯ লঞ্চে আগুন আতঙ্ক, পরে যাত্রীদের নির্যাতন","সুরভী-৯ লঞ্চে আগুন আতঙ্ক, পরে যাত্রীদের নির্যাতন"
শিল্পমনষ্ক এ পরিবার গান-বাজনা ভালবাসে । বন্ধুর সাথে একটা গানে সুর তুলছে ছেলেটা ।,শিল্পমনষ্ক এ পরিবার গান-বাজনা ভালবাসে । বন্ধুর সাথে একটা গানে সুর তুলছে ছেলেটা ।
এক বৃদ্ধ আমার হাত ধরে এগিয়ে চলে বিদ্যুৎ গতিতে।,এক বৃদ্ধ আমার হাত ধরে এগিয়ে চলে বিদ্যুৎ গতিতে।
বনগাঁ মামলায় বাদানুবাদের পর বিচারপতি সমাপ্তি চট্টোপাধ্যায়ের এজলাস বয়কট রাজ্যের আইনজীবীদের,বনগাঁ মামলায় বাদানুবাদের পর বিচারপতি সমাপ্তি চট্টোপাধ্যায়ের এজলাস বয়কট রাজ্যের আইনজীবীদের
"নৈতিকবোধ হারিয়েছেন সু কি, সর্বোচ্চ সম্মান ফেরাল অ্যামনেস্টি","নৈতিকবোধ হারিয়েছেন সু কি, সর্বোচ্চ সম্মান ফেরাল অ্যামনেস্টি"
আমদাবাদ: আগামী ২৭ তারিখ থেকে নিজের রাজ্যে নির্বাচনী প্রচার শুরু করবেন প্রধানমন্ত্রী নরেন্দ্র মোদী।,আমদাবাদ: আগামী ২৭ তারিখ থেকে নিজের রাজ্যে নির্বাচনী প্রচার শুরু করবেন প্রধানমন্ত্রী নরেন্দ্র মোদী।
এখানে অনিশ্চয়তা দিয়েছে নতুন মাত্রা,এখানে অনিশ্চয়তা দিয়েছে নতুন মাত্রা
যদি তাদের ডিম থাকে?এক ডজন নিয়ে এসো:এক বতল নিয়ে এসো,যদি তাদের ডিম থাকে?এক ডজন নিয়ে এসো:এক বতল নিয়ে এসো
সংক্রমণ থেকে একসময় দেখা দেয় পচন।,সংক্রমণ থেকে একসময় দেখা দেয় পচন।
"প্রকাশ : ০৮ আগস্ট ২০২১, ১৮:২১ আপডেট : ০৮ আগস্ট ২০২১, ১৮:৪৮","প্রকাশ : ০৮ আগস্ট ২০২১, ১৮:২১ আপডেট : ০৮ আগস্ট ২০২১, ১৮:৪৮"
"২২ শে ফেব্রুয়ারি, ২০০৯  সন্ধ্যা  ৭:৩২","২২ শে ফেব্রুয়ারি, ২০০৯  সন্ধ্যা  ৭:৩২"
আপনি ইচ্ছে করলে প্রিয়তে রাখতে পারেন। কারন ডাউনলোড লিংকগুলো সবসময় আপডেট থাকবে।,আপনি ইচ্ছে করলে প্রিয়তে রাখতে পারেন। কারন ডাউনলোড লিংকগুলো সবসময় আপডেট থাকবে।
ফসলি জমি নদী দখল করে ইটভাটা,ফসলি জমি নদী দখল করে ইটভাটা
নাট্যশাস্ত্রে  রস ৮ প্রকার। এগুলো হলো,নাট্যশাস্ত্রে  রস ৮ প্রকার। এগুলো হলো
কি করি আজ ভেবে না পাই বলেছেন: কমেন্ট ধ্রুপদি করো,কি করি আজ ভেবে না পাই বলেছেন: কমেন্ট ধ্রুপদি করো
"তোমার চোখে আছে যাদু, মুখে মধু,","তোমার চোখে আছে যাদু, মুখে মধু,"
আপনাকে নিয়ে যাওয়া হবে সেই,আপনাকে নিয়ে যাওয়া হবে সেই
নতুন একটি বিষয় শেয়ার করার জন্য ধন্যবাদ।,নতুন একটি বিষয় শেয়ার করার জন্য ধন্যবাদ।
"১৩ ই জানুয়ারি, ২০১০  দুপুর ২:৪৭","১৩ ই জানুয়ারি, ২০১০  দুপুর ২:৪৭"
সম্প্রতি শেষ হয়েছে ছবির শুটিং। খুব শীঘ্রই অনলাইনে মুক্তি পেতে চলেছে এই ছবি।,সম্প্রতি শেষ হয়েছে ছবির শুটিং। খুব শীঘ্রই অনলাইনে মুক্তি পেতে চলেছে এই ছবি।
"যাক সব কথা পেয়েছি তো বাংলা ভাষা,","যাক সব কথা পেয়েছি তো বাংলা ভাষা,"
আবুধাবিতে নেমেই ধনী হলেন ফায়াজ,আবুধাবিতে নেমেই ধনী হলেন ফায়াজ
ডেঙ্গুতে মারা গেলেন তিতাস উপজেলা প্রকৌশলী,ডেঙ্গুতে মারা গেলেন তিতাস উপজেলা প্রকৌশলী
মুন্সীগঞ্জ জেলা বিএনপির সদস্য নির্বাচিত হয়েছেন ঢাকা মহানগর দক্ষিণ বিএনপির সদস্য,মুন্সীগঞ্জ জেলা বিএনপির সদস্য নির্বাচিত হয়েছেন ঢাকা মহানগর দক্ষিণ বিএনপির সদস্য
গ্র্যান্ডমাস্টার্স দাবায় শীর্ষস্থান ধরে রেখেছেন ফাহাদ,গ্র্যান্ডমাস্টার্স দাবায় শীর্ষস্থান ধরে রেখেছেন ফাহাদ
স্বাস্থ্য পরীক্ষার জন্য জার্মানিতে পৌঁছেছেন রাষ্ট্রপতি,স্বাস্থ্য পরীক্ষার জন্য জার্মানিতে পৌঁছেছেন রাষ্ট্রপতি
মুন্সীগঞ্জের সিরাজদিখানে ভাঙচুর করা হয় বসতবাড়ি,মুন্সীগঞ্জের সিরাজদিখানে ভাঙচুর করা হয় বসতবাড়ি
ভোটার আইডি-মোবাইল নম্বর ভেরিফাই করে টাকা ছাড় হচ্ছে,ভোটার আইডি-মোবাইল নম্বর ভেরিফাই করে টাকা ছাড় হচ্ছে
"সর্বশেষ এডিট : ১১ ই সেপ্টেম্বর, ২০১৯  সন্ধ্যা  ৭:৪৬","সর্বশেষ এডিট : ১১ ই সেপ্টেম্বর, ২০১৯  সন্ধ্যা  ৭:৪৬"
"০৮ ই অক্টোবর, ২০২০  রাত ১০:৩৫","০৮ ই অক্টোবর, ২০২০  রাত ১০:৩৫"
প্রকাশ: ১৯ ফেব্রুয়ারি ২১ । ২২:৩৭,প্রকাশ: ১৯ ফেব্রুয়ারি ২১ । ২২:৩৭
এবার ফিলিস্তিনের পতাকা ওড়ালেন পগবা,এবার ফিলিস্তিনের পতাকা ওড়ালেন পগবা
ইরাকে ইরানি দূতাবাসে বিক্ষোভকারীদের আগুন,ইরাকে ইরানি দূতাবাসে বিক্ষোভকারীদের আগুন
৫০টি শয্যাসহ আঞ্চলিক হাসপাতাল ইস্টার্ন কোলফিল্ড বহুলায় অবস্থিত।,৫০টি শয্যাসহ আঞ্চলিক হাসপাতাল ইস্টার্ন কোলফিল্ড বহুলায় অবস্থিত।
০৫ ডিসেম্বর ১৯ । ১১:৫৫,০৫ ডিসেম্বর ১৯ । ১১:৫৫
তিনি আপনার দিকে সরাসরি তাকান: তিনি আপনার কাছাকাছি আসতে প্রানপণ চেষ্টা করেন।,তিনি আপনার দিকে সরাসরি তাকান: তিনি আপনার কাছাকাছি আসতে প্রানপণ চেষ্টা করেন।
ওমরায় মনের আশা পূর্ণ হোক। আপনার সর্বাঙ্গীন মঙ্গল কামনা করি।,ওমরায় মনের আশা পূর্ণ হোক। আপনার সর্বাঙ্গীন মঙ্গল কামনা করি।
"আইইডিসিআরের ৬ কর্মী আক্রান্ত, কোয়ারেন্টাইনে সেব্রিনা ফ্লোরা","আইইডিসিআরের ৬ কর্মী আক্রান্ত, কোয়ারেন্টাইনে সেব্রিনা ফ্লোরা"
ইমরান খানকে ক্ষমা চাওয়ার আহ্বান ভারতীয় কৃষকদের,ইমরান খানকে ক্ষমা চাওয়ার আহ্বান ভারতীয় কৃষকদের
"২৬ শে জানুয়ারি, ২০২১  সকাল ১০:১১","২৬ শে জানুয়ারি, ২০২১  সকাল ১০:১১"
প্রামানিক বলেছেন: ধন্যবাদ ভাই প্লাবন। আপনার ফ্রিজবানী কথাটা খুব ভাল লাগল। ঈদ মোবারক।,প্রামানিক বলেছেন: ধন্যবাদ ভাই প্লাবন। আপনার ফ্রিজবানী কথাটা খুব ভাল লাগল। ঈদ মোবারক।
কিছুতেই করোনা পরীক্ষা করাবেন না রেখা!,কিছুতেই করোনা পরীক্ষা করাবেন না রেখা!
এদের মধ্যে ১০ জনের করোনা পজিটিভ ও ২ জনের করোনা উপসর্গ ছিল।,এদের মধ্যে ১০ জনের করোনা পজিটিভ ও ২ জনের করোনা উপসর্গ ছিল।
পলক: সিগন্যাল পেলেই ফেসবুক খুলে দেয়া হবে,পলক: সিগন্যাল পেলেই ফেসবুক খুলে দেয়া হবে
নিচের ছকে স্টিফেন ফ্লেমিংয়ের টেস্ট শতকের সংক্ষিপ্ত বিবরণ দেয়া হলো:-,নিচের ছকে স্টিফেন ফ্লেমিংয়ের টেস্ট শতকের সংক্ষিপ্ত বিবরণ দেয়া হলো:-
"ক্ষমা করবেন, কালপুরুষের মৃত্যু সংবাদ কেবলই একটি উপমা মাত্র।","ক্ষমা করবেন, কালপুরুষের মৃত্যু সংবাদ কেবলই একটি উপমা মাত্র।"
"প্রকাশ : ২৪ নভেম্বর ২০১৯, ১৪:৪৬ আপডেট : ২৪ নভেম্বর ২০১৯, ১৬:০১","প্রকাশ : ২৪ নভেম্বর ২০১৯, ১৪:৪৬ আপডেট : ২৪ নভেম্বর ২০১৯, ১৬:০১"
ভিকারুননিসায় গভর্নিং বডির নির্বাচনের ভোট গণনা চলছে,ভিকারুননিসায় গভর্নিং বডির নির্বাচনের ভোট গণনা চলছে
আমাদের কিচেনে আছে সাংবিধানিক নির্বাচিত এবং অসংবিধানিক তত্ত্বাবধায়ক শেফ,আমাদের কিচেনে আছে সাংবিধানিক নির্বাচিত এবং অসংবিধানিক তত্ত্বাবধায়ক শেফ
"যখন ক্লান্ত শরীরে কবিতার খাতা হাতে,","যখন ক্লান্ত শরীরে কবিতার খাতা হাতে,"
নিভৃতবাস পর্ব শেষ করে মাঠে নেমে পড়লেন হাবাস,নিভৃতবাস পর্ব শেষ করে মাঠে নেমে পড়লেন হাবাস
মাছরাঙা টিভির 'বাকের খনি' নাটক নিয়ে কেমন সাড়া পাচ্ছেন?,মাছরাঙা টিভির 'বাকের খনি' নাটক নিয়ে কেমন সাড়া পাচ্ছেন?
২টি কিডনিই নষ্ট মেধাবী ছাত্রী জিনিয়া বাঁচতে চায়,২টি কিডনিই নষ্ট মেধাবী ছাত্রী জিনিয়া বাঁচতে চায়
"০১ লা আগস্ট, ২০১৭  রাত ১০:১৮","০১ লা আগস্ট, ২০১৭  রাত ১০:১৮"
"এই যে শুনেন জাব্বু কাকু,","এই যে শুনেন জাব্বু কাকু,"
আমরাই তো বিরোধী দল: তাজুল,আমরাই তো বিরোধী দল: তাজুল
১২:৩২ যুক্তরাজ্যে লকডাউনের কারণে ধর্মীয় উপসনালয় বন্ধ রাখার নির্দেশনার সমালোচনা করেছেন ক্যাথলিক গির্জা।,১২:৩২ যুক্তরাজ্যে লকডাউনের কারণে ধর্মীয় উপসনালয় বন্ধ রাখার নির্দেশনার সমালোচনা করেছেন ক্যাথলিক গির্জা।
"যার যার যেমন তুলে নেওয়ার চোখ তারপর, তুলে নেয় সেভাবে।","যার যার যেমন তুলে নেওয়ার চোখ তারপর, তুলে নেয় সেভাবে।"
ফেইসবুক স্ট্যাটাস থেকে:  মফরুহা মিতি,ফেইসবুক স্ট্যাটাস থেকে:  মফরুহা মিতি
বুধবার দুপুরে সচিবালয়ে নিজ দপ্তরে সাংবাদিকদের সাথে আলাপকালে এসব কথা জানান গৃহায়ন ও গণপূর্তমন্ত্রী।,বুধবার দুপুরে সচিবালয়ে নিজ দপ্তরে সাংবাদিকদের সাথে আলাপকালে এসব কথা জানান গৃহায়ন ও গণপূর্তমন্ত্রী।
কাগজটি ওরেগন রাজ্য গ্রন্থাগারের সংগ্রহের তালিকায় অন্তর্ভুক্ত ছিল।,কাগজটি ওরেগন রাজ্য গ্রন্থাগারের সংগ্রহের তালিকায় অন্তর্ভুক্ত ছিল।
এসো ভাই এসো  সুন্দরবন রক্ষায় । দলিও সঙ্গিত ।,এসো ভাই এসো  সুন্দরবন রক্ষায় । দলিও সঙ্গিত ।
এবং সে নিজের ভারসাম্য হারিয়ে যত্র তত্র পাগলের প্রলাপ বকে যাবে।,এবং সে নিজের ভারসাম্য হারিয়ে যত্র তত্র পাগলের প্রলাপ বকে যাবে।
"সর্বশেষ এডিট : ১০ ই অক্টোবর, ২০১৮  রাত ৯:৪৫","সর্বশেষ এডিট : ১০ ই অক্টোবর, ২০১৮  রাত ৯:৪৫"
"আগেরদিন লিখলেন শেষ বিদায়, পরেরদিন হৃদরোগে মারা গেলেন","আগেরদিন লিখলেন শেষ বিদায়, পরেরদিন হৃদরোগে মারা গেলেন"
"১৮ ই মার্চ, ২০১১  সকাল ১১:১২","১৮ ই মার্চ, ২০১১  সকাল ১১:১২"
"সর্বশেষ এডিট : ২৯ শে ডিসেম্বর, ২০০৬  বিকাল ৪:৫৫","সর্বশেষ এডিট : ২৯ শে ডিসেম্বর, ২০০৬  বিকাল ৪:৫৫"
"২২ শে জুলাই, ২০১৬  ভোর ৬:০৭","২২ শে জুলাই, ২০১৬  ভোর ৬:০৭"
পাবনা সুগার মিলে ২০১৫-২০১৬ অর্থবছরের আখ মাড়াই উদ্বোধন করা হয়েছে গতকাল শুক্রবার বিকেলে।,পাবনা সুগার মিলে ২০১৫-২০১৬ অর্থবছরের আখ মাড়াই উদ্বোধন করা হয়েছে গতকাল শুক্রবার বিকেলে।
"নাকি যুদ্ধ, সন্ধিচুক্তির মাঝের কোনো এক দ্বিপাক্ষিয় বৈঠকের","নাকি যুদ্ধ, সন্ধিচুক্তির মাঝের কোনো এক দ্বিপাক্ষিয় বৈঠকের"
জামালপুর জেলা যুবলীগ সভাপতি ও সাধারণ সম্পাদককে অব্যাহতি,জামালপুর জেলা যুবলীগ সভাপতি ও সাধারণ সম্পাদককে অব্যাহতি
রাঙামাটিতে চাঁদেরগাড়ি উল্টে চালক ও সহকারী নিহত,রাঙামাটিতে চাঁদেরগাড়ি উল্টে চালক ও সহকারী নিহত
না হয় ধরো বিয়েটা করেই ফেললাম,না হয় ধরো বিয়েটা করেই ফেললাম
"শিশুকে হত্যা পর লাশ কচুরিপনার নিচে, নারী আটক","শিশুকে হত্যা পর লাশ কচুরিপনার নিচে, নারী আটক"
ছাত্রীনিবাস থেকে কলেজছাত্রীর ঝুলন্ত লাশ উদ্ধার,ছাত্রীনিবাস থেকে কলেজছাত্রীর ঝুলন্ত লাশ উদ্ধার
ক্যান্টিনে খাবার খেয়ে অসুস্থ হাবিপ্রবির ৪০ শিক্ষার্থী,ক্যান্টিনে খাবার খেয়ে অসুস্থ হাবিপ্রবির ৪০ শিক্ষার্থী
প্রশ্ন : মারিয়ার চলচ্চিত্রে অভিষেক কি আপনার অন্য সব আবিষ্কারের মতো সফল হবে?,প্রশ্ন : মারিয়ার চলচ্চিত্রে অভিষেক কি আপনার অন্য সব আবিষ্কারের মতো সফল হবে?
নির্বাচনে হেরে আমেরিকাতেও ভোট কারচুপির অভিযোগ তোলা হয়েছে: ইসি,নির্বাচনে হেরে আমেরিকাতেও ভোট কারচুপির অভিযোগ তোলা হয়েছে: ইসি
মেসি আন্তর্জাতিক ফুটবল আগুয়েরো কোপা আমেরিকা প্যারাগুয়ে,মেসি আন্তর্জাতিক ফুটবল আগুয়েরো কোপা আমেরিকা প্যারাগুয়ে
ইউনেস্কোর সহসভাপতি হলেন শিক্ষামন্ত্রী নাহিদ,ইউনেস্কোর সহসভাপতি হলেন শিক্ষামন্ত্রী নাহিদ
গাইবান্ধায় শ্বশুরবাড়িতে জামাইকে গলাকেটে হত্যা,গাইবান্ধায় শ্বশুরবাড়িতে জামাইকে গলাকেটে হত্যা
"২৪ শে ডিসেম্বর, ২০২১  রাত ৯:০৩","২৪ শে ডিসেম্বর, ২০২১  রাত ৯:০৩"
