Input Sentences,Output Sentences
അടിമകളുടെ അടിമ എന്നറിയപ്പെടുന്നതാര്? - ഇൽത്തുമിഷ്,അടിമകളുടെ അടിമ എന്നറിയപ്പെടുന്നതാര്? - ഇൽത്തുമിഷ്
വൈകിട്ടെടുത്ത ചിത്രങ്ങളാണ് ഇതെന്നാണ് ചിത്രങ്ങൾ പങ്കുവെച്ചുകൊണ്ട് പൂർണിമ കുറിച്ചിരിക്കുന്നത്,വൈകിട്ടെടുത്ത ചിത്രങ്ങളാണ് ഇതെന്നാണ് ചിത്രങ്ങൾ പങ്കുവെച്ചുകൊണ്ട് പൂർണിമ കുറിച്ചിരിക്കുന്നത്
സിസ്റ്റർ അഭയ കേസിൽ വിധി ചൊവ്വാഴ്ച,സിസ്റ്റർ അഭയ കേസിൽ വിധി ചൊവ്വാഴ്ച
"നീ എന്നെ നിന്നിൽ നിന്ന് പുറത്താക്കിയല്ലോ, ജയാ; ഒരു മരണവും തന്നെ ഇങ്ങനെ ഉലച്ചിട്ടില്ലെന്ന് ബി ഉണ്ണികൃഷ്ണൻ!","നീ എന്നെ നിന്നിൽ നിന്ന് പുറത്താക്കിയല്ലോ, ജയാ; ഒരു മരണവും തന്നെ ഇങ്ങനെ ഉലച്ചിട്ടില്ലെന്ന് ബി ഉണ്ണികൃഷ്ണൻ!"
വിഷ്ണുവേട്ടൻ്റെ ക്യാമറാക്കണ്ണുകളിലൂടെ അതിസുന്ദരിയായി അനു; ചിത്രം കണ്ടയുടൻ നേഹ സക്സേനയുടെ കമൻ്റുമെത്തി!,വിഷ്ണുവേട്ടൻ്റെ ക്യാമറാക്കണ്ണുകളിലൂടെ അതിസുന്ദരിയായി അനു; ചിത്രം കണ്ടയുടൻ നേഹ സക്സേനയുടെ കമൻ്റുമെത്തി!
സിപിഎം പോളിറ്റ്ബ്യൂറോ: സ്പെക്ട്രവും തെരഞ്ഞെടുപ്പും അജണ്ട,സിപിഎം പോളിറ്റ്ബ്യൂറോ: സ്പെക്ട്രവും തെരഞ്ഞെടുപ്പും അജണ്ട
സൗദിയിലെ താമസത്തിൽ സന്തുഷ്ടയെന്ന് ഫ്രഞ്ച് റാപ് ഗായിക ഡയാംസ്,സൗദിയിലെ താമസത്തിൽ സന്തുഷ്ടയെന്ന് ഫ്രഞ്ച് റാപ് ഗായിക ഡയാംസ്
"ഫ്രെയിം മൌണ്ട് ചെയ്യുക, ചുവരുകൾ തയ്യാറാക്കുക","ഫ്രെയിം മൌണ്ട് ചെയ്യുക, ചുവരുകൾ തയ്യാറാക്കുക"
"ഇന്ത്യയിൽനിന്ന് സൗദിയിലേക്ക് നേരിട്ട് വിമാനസർവീസ്, ഡിസംബർ ഒന്ന് മുതൽ","ഇന്ത്യയിൽനിന്ന് സൗദിയിലേക്ക് നേരിട്ട് വിമാനസർവീസ്, ഡിസംബർ ഒന്ന് മുതൽ"
സിൽവ രീതി - ഇൻക്യുഷൻ വികസനം,സിൽവ രീതി - ഇൻക്യുഷൻ വികസനം
മന്ദീപ് മിന്നി; പഞ്ചാബ് ചെന്നൈയെ കീഴടക്കി,മന്ദീപ് മിന്നി; പഞ്ചാബ് ചെന്നൈയെ കീഴടക്കി
ഷാർജയിൽ രണ്ടാഴ്ച കൂടി വിദൂര പഠനം തുടരും; രക്ഷിതാക്കൾക്ക് ആശ്വാസം,ഷാർജയിൽ രണ്ടാഴ്ച കൂടി വിദൂര പഠനം തുടരും; രക്ഷിതാക്കൾക്ക് ആശ്വാസം
കോലിയും കുംബ്ലെയും ഒന്നും സംസാരിച്ചില്ലെങ്കിലും ഇരുവരുടെയും ശരീരഭാഷ അത്ര സുഖകരമല്ലായിരുന്നു,കോലിയും കുംബ്ലെയും ഒന്നും സംസാരിച്ചില്ലെങ്കിലും ഇരുവരുടെയും ശരീരഭാഷ അത്ര സുഖകരമല്ലായിരുന്നു
'രാജവെമ്പാലയുടെ കടിയേറ്റാൽ ചികിത്സയില്ല എന്നൊക്കെ പറയുന്നത് തെറ്റാണ്'; ഡോക്ടറുടെ കുറിപ്പ് വായിക്കാം,'രാജവെമ്പാലയുടെ കടിയേറ്റാൽ ചികിത്സയില്ല എന്നൊക്കെ പറയുന്നത് തെറ്റാണ്'; ഡോക്ടറുടെ കുറിപ്പ് വായിക്കാം
വെറ്ററിനറി സർജൻ അന്തിമ പട്ടിക പ്രസിദ്ധീകരിച്ചു,വെറ്ററിനറി സർജൻ അന്തിമ പട്ടിക പ്രസിദ്ധീകരിച്ചു
കഴിഞ്ഞ ദിവസം നടന്ന ചടങ്ങിൽ കേരള മന്ത്രിമാരുടെ മലയാള പ്രസംഗങ്ങളെ മോദിയുടെ ഇംഗ്ലീഷ് പ്രസംഗത്തോട് ഉപമിച്ച് ബിജെപി- സംഘപരിവാർ പ്രവർത്തകർ,കഴിഞ്ഞ ദിവസം നടന്ന ചടങ്ങിൽ കേരള മന്ത്രിമാരുടെ മലയാള പ്രസംഗങ്ങളെ മോദിയുടെ ഇംഗ്ലീഷ് പ്രസംഗത്തോട് ഉപമിച്ച് ബിജെപി- സംഘപരിവാർ പ്രവർത്തകർ
"പ്രവാസിയുടെ ആ ചോദ്യത്തിന് ഉത്തരം പറയേണ്ടതല്ലേ നമ്മൾ,","പ്രവാസിയുടെ ആ ചോദ്യത്തിന് ഉത്തരം പറയേണ്ടതല്ലേ നമ്മൾ,"
"നിലത്തു ഗോമാംസം, ഗ്രേവി എന്നിവയുടെ മീറ്റ്ബോൾ","നിലത്തു ഗോമാംസം, ഗ്രേവി എന്നിവയുടെ മീറ്റ്ബോൾ"
നോട്ടുകൾ മാറ്റി എടുക്കുന്നതിൽ കൂടുതൽ നിയന്ത്രണം,നോട്ടുകൾ മാറ്റി എടുക്കുന്നതിൽ കൂടുതൽ നിയന്ത്രണം
റൂട്ട് കുറഞ്ഞ നിരക്ക് കൂടിയ നിരക്ക്,റൂട്ട് കുറഞ്ഞ നിരക്ക് കൂടിയ നിരക്ക്
അറ്റോൾ ദ്വീപിലെ വന്യജീവി സങ്കേതത്തിൽ വച്ചാണ് വിസ്ഡം അമ്മയായത്,അറ്റോൾ ദ്വീപിലെ വന്യജീവി സങ്കേതത്തിൽ വച്ചാണ് വിസ്ഡം അമ്മയായത്
കുടുംബത്തിൽ സമാധാനത്തിന് വേണ്ടി കർശനമായി പാലിക്കേണ്ട അനേകം അനുശാസനങ്ങൾ ഒഴിവാക്കുക സാധ്യമാണ്:,കുടുംബത്തിൽ സമാധാനത്തിന് വേണ്ടി കർശനമായി പാലിക്കേണ്ട അനേകം അനുശാസനങ്ങൾ ഒഴിവാക്കുക സാധ്യമാണ്:
അധ്യാപകന്റെ ലൈംഗികാതിക്രമം: സ്കൂൾ അധികൃതരെ ചോദ്യംചെയ്യും,അധ്യാപകന്റെ ലൈംഗികാതിക്രമം: സ്കൂൾ അധികൃതരെ ചോദ്യംചെയ്യും
വെള്ളിയാഴ്ചയാണ് നിർഭയ കേസിലെ പ്രതികളെ തൂക്കിലേറ്റുക,വെള്ളിയാഴ്ചയാണ് നിർഭയ കേസിലെ പ്രതികളെ തൂക്കിലേറ്റുക
പതിമൂന്നുകാരനെ ലൈംഗികമായി പീഡിപ്പിച്ച അദ്ധ്യാപികയ്ക്ക് ശിക്ഷ വിധിച്ചു,പതിമൂന്നുകാരനെ ലൈംഗികമായി പീഡിപ്പിച്ച അദ്ധ്യാപികയ്ക്ക് ശിക്ഷ വിധിച്ചു
സ്റ്റേജ് ഷോക്കിടെ നടി പാമ്പു കടിയേറ്റ് മരിച്ചു,സ്റ്റേജ് ഷോക്കിടെ നടി പാമ്പു കടിയേറ്റ് മരിച്ചു
ദി ഡിസ്കവറി ഓഫ് ലീഡ് ഇൻ മഞ്ഞറി പൗഡർ,ദി ഡിസ്കവറി ഓഫ് ലീഡ് ഇൻ മഞ്ഞറി പൗഡർ
- പലപ്പോഴും അനൌദ്യോഗികമല്ലാത്ത ഉൽപ്പന്ന തരങ്ങളിൽ കടത്തില്ല,- പലപ്പോഴും അനൌദ്യോഗികമല്ലാത്ത ഉൽപ്പന്ന തരങ്ങളിൽ കടത്തില്ല
എങ്കിൽ കാട്ടിലെ സര്പ്പമക്കൾ എന്ത് ചെയ്യും നാട്ടിലെ പാമ്പും എന്ത് ചെയ്യും ??,എങ്കിൽ കാട്ടിലെ സര്പ്പമക്കൾ എന്ത് ചെയ്യും നാട്ടിലെ പാമ്പും എന്ത് ചെയ്യും ??
സന്ദർശക വിസയിലെത്തുന്നവർക്ക്  നാലു വിമാനത്താവളങ്ങളിൽ വിലക്ക്,സന്ദർശക വിസയിലെത്തുന്നവർക്ക്  നാലു വിമാനത്താവളങ്ങളിൽ വിലക്ക്
ശാസ്ത്ര സാഹിത്യ പരിഷത്ത്  സംസ്ഥാന സമ്മേളനം കണ്ണൂരിൽ,ശാസ്ത്ര സാഹിത്യ പരിഷത്ത്  സംസ്ഥാന സമ്മേളനം കണ്ണൂരിൽ
മൊബൈൽ ഒപ്റ്റിമൈസ് ചെയ്ത സ്ക്ലിസ് പേജുകൾ എങ്ങനെയാണ് സൃഷ്ടിക്കേണ്ടത്,മൊബൈൽ ഒപ്റ്റിമൈസ് ചെയ്ത സ്ക്ലിസ് പേജുകൾ എങ്ങനെയാണ് സൃഷ്ടിക്കേണ്ടത്
എച്ച്എംടി വാച്ച് ഫാക്ടറി വീണ്ടും തുറന്നു,എച്ച്എംടി വാച്ച് ഫാക്ടറി വീണ്ടും തുറന്നു
തണുത്ത സീസണിൽ രൂപകൽപ്പന ചെയ്ത ചൂടാകുന്ന വസ്ത്രങ്ങൾ;,തണുത്ത സീസണിൽ രൂപകൽപ്പന ചെയ്ത ചൂടാകുന്ന വസ്ത്രങ്ങൾ;
നിലവിൽ തിരുവനന്തപുരം-ഡൽഹി കേരള എക്സ്പ്രസ് പിടിച്ചിട്ടിരിക്കുകയാണ്,നിലവിൽ തിരുവനന്തപുരം-ഡൽഹി കേരള എക്സ്പ്രസ് പിടിച്ചിട്ടിരിക്കുകയാണ്
'അമ്മ പറഞ്ഞാൽ അനുസരിക്കാതെ ഇരിക്കാൻ പറ്റുമോ';വീട്ടിലെ ഫാൻ വൃത്തിയാക്കി അഹാന; ചിത്രം വൈറൽ,'അമ്മ പറഞ്ഞാൽ അനുസരിക്കാതെ ഇരിക്കാൻ പറ്റുമോ';വീട്ടിലെ ഫാൻ വൃത്തിയാക്കി അഹാന; ചിത്രം വൈറൽ
"ടാറ്റാ ഇൻസ്റ്റിറ്റ്യൂട്ട് ഓഫ് ഫണ്ടമെന്റൽ റിസർച്ചിലെ ഗവേഷകരായ പാലക്കാട്, കൊച്ചി സ്വദേശികളാണ് ഈ മാസ്കിന് പിറകിൽ","ടാറ്റാ ഇൻസ്റ്റിറ്റ്യൂട്ട് ഓഫ് ഫണ്ടമെന്റൽ റിസർച്ചിലെ ഗവേഷകരായ പാലക്കാട്, കൊച്ചി സ്വദേശികളാണ് ഈ മാസ്കിന് പിറകിൽ"
ക്രമക്കേട് നടത്തിയ ഉദ്യോഗസ്ഥർക്കെതിരെ ക്രിമിനൽ നടപടിക്ക് നിർദേശം നൽകണമെന്നും ഹർജിയിൽ ആവശ്യമുണ്ട്,ക്രമക്കേട് നടത്തിയ ഉദ്യോഗസ്ഥർക്കെതിരെ ക്രിമിനൽ നടപടിക്ക് നിർദേശം നൽകണമെന്നും ഹർജിയിൽ ആവശ്യമുണ്ട്
നെടുങ്കണ്ടം കസ്റ്റഡി മരണം: എസ്ഐ ബാബുവിന്റെ ജാമ്യാപേക്ഷ കോടതി തളളി,നെടുങ്കണ്ടം കസ്റ്റഡി മരണം: എസ്ഐ ബാബുവിന്റെ ജാമ്യാപേക്ഷ കോടതി തളളി
കൊട്ടുവള്ളിക്കാട് ജലോത്സവം: ഹനുമാൻ ഒന്നാമനും ചെറിയപണ്ഡിതനും ജേതാക്കൾ,കൊട്ടുവള്ളിക്കാട് ജലോത്സവം: ഹനുമാൻ ഒന്നാമനും ചെറിയപണ്ഡിതനും ജേതാക്കൾ
സെക്സ് നിഷേധിച്ച കാമുകിയ്ക്ക് നേരെ ആസിഡ് ആക്രമണം,സെക്സ് നിഷേധിച്ച കാമുകിയ്ക്ക് നേരെ ആസിഡ് ആക്രമണം
"നഗരങ്ങളിലേക്കു പൂർണമായും പ്രവേശിക്കുന്നതും പുറത്തുപോവുന്നതും നിരോധിച്ചു, താമസക്കാർക്ക് വളരെ അത്യാവശ്യങ്ങൾക്ക് രാവിലെ ആറ് മുതൽ വൈകുന്നേരം മൂന്ന് വരെ പുറത്തിറങ്ങാം","നഗരങ്ങളിലേക്കു പൂർണമായും പ്രവേശിക്കുന്നതും പുറത്തുപോവുന്നതും നിരോധിച്ചു, താമസക്കാർക്ക് വളരെ അത്യാവശ്യങ്ങൾക്ക് രാവിലെ ആറ് മുതൽ വൈകുന്നേരം മൂന്ന് വരെ പുറത്തിറങ്ങാം"
ബന്ധുനിയമനം; മന്ത്രി ജലീലിനെതിരേ വ്യാപക പ്രതിഷേധം,ബന്ധുനിയമനം; മന്ത്രി ജലീലിനെതിരേ വ്യാപക പ്രതിഷേധം
അമേരിക്കയിലെ തോക്ക് ഉപയോഗം നിയന്ത്രിക്കാനുള്ള നീക്കം പാളി,അമേരിക്കയിലെ തോക്ക് ഉപയോഗം നിയന്ത്രിക്കാനുള്ള നീക്കം പാളി
നേരിട്ട് പോയ സുരേഷിനോ അതിദിക്കോ ശ്രീനിക്കോ ഉണ്ടോ?,നേരിട്ട് പോയ സുരേഷിനോ അതിദിക്കോ ശ്രീനിക്കോ ഉണ്ടോ?
'ഇത് തികച്ചും പുതിയ അനുഭവം': പുത്തൻ ചുവടുവെപ്പിനെക്കുറിച്ചു സ്വാസിക വിജയ്,'ഇത് തികച്ചും പുതിയ അനുഭവം': പുത്തൻ ചുവടുവെപ്പിനെക്കുറിച്ചു സ്വാസിക വിജയ്
തേങ്ങ ചിരകിയത് - രണ്ടു പിടി,തേങ്ങ ചിരകിയത് - രണ്ടു പിടി
“ഇന്ത്യയുടെ പ്രസംഗത്തിനെത്താതെ ഭക്ഷണത്തിനു മാത്രം കൃത്യമായെത്തി ” പാക് പ്രതിനിധികൾക്ക് സോഷ്യൽ മീഡിയയിൽ പരിഹാസം,“ഇന്ത്യയുടെ പ്രസംഗത്തിനെത്താതെ ഭക്ഷണത്തിനു മാത്രം കൃത്യമായെത്തി ” പാക് പ്രതിനിധികൾക്ക് സോഷ്യൽ മീഡിയയിൽ പരിഹാസം
വിവാദ പരസ്യം ; തെറ്റുപറ്റി: സിപിഎം,വിവാദ പരസ്യം ; തെറ്റുപറ്റി: സിപിഎം
ക്വാറിയിലെ വെള്ളക്കെട്ടിൽ വീണ് വിദ്യാർത്ഥി മരിച്ചു,ക്വാറിയിലെ വെള്ളക്കെട്ടിൽ വീണ് വിദ്യാർത്ഥി മരിച്ചു
മോട്ടോറോളയുടെ പുതിയ സ്മാർട്ട് ഫോണുകൾ നാളെ വിപണിയിൽ എത്തുന്നു,മോട്ടോറോളയുടെ പുതിയ സ്മാർട്ട് ഫോണുകൾ നാളെ വിപണിയിൽ എത്തുന്നു
ഭക്ഷ്യസുരക്ഷ ജോയൻറ് കമീഷണർക്കെതിരായ ഹരജികൾ ഹൈകോടതി തള്ളി,ഭക്ഷ്യസുരക്ഷ ജോയൻറ് കമീഷണർക്കെതിരായ ഹരജികൾ ഹൈകോടതി തള്ളി
നടിക്കെതിരായ പരാമർശം: ജോർജ് വനിതാ കമ്മീഷനു വിശദീകരണം നൽകി,നടിക്കെതിരായ പരാമർശം: ജോർജ് വനിതാ കമ്മീഷനു വിശദീകരണം നൽകി
അഴിമതി തുടച്ചുനീക്കാൻ നടപടി വേണമെന്നു രാഷ്ട്രീയപ്പാർട്ടികൾ,അഴിമതി തുടച്ചുനീക്കാൻ നടപടി വേണമെന്നു രാഷ്ട്രീയപ്പാർട്ടികൾ
ബെല്ലടിച്ചാൽ ഉടൻ ഫോണെടുക്കണം; റിങ് സമയം കുറച്ചു,ബെല്ലടിച്ചാൽ ഉടൻ ഫോണെടുക്കണം; റിങ് സമയം കുറച്ചു
ഗുജറാത്തിന് പിന്നാലെ മഹാരാഷ്ട്രയും പെട്രോൾ-ഡീസൽ നികുതി കുറച്ചു,ഗുജറാത്തിന് പിന്നാലെ മഹാരാഷ്ട്രയും പെട്രോൾ-ഡീസൽ നികുതി കുറച്ചു
ജില്ലയിൽ ഇന്ന് രോഗം സ്ഥിരീകരിച്ചവരുടെ വിവരങ്ങൾ,ജില്ലയിൽ ഇന്ന് രോഗം സ്ഥിരീകരിച്ചവരുടെ വിവരങ്ങൾ
പെൺകുട്ടികൾ കാലിൽ ചരട് കെട്ടുന്നതെന്തിന്? ട്രെൻഡിന് പിന്നിലെ വിശ്വാസങ്ങൾ,പെൺകുട്ടികൾ കാലിൽ ചരട് കെട്ടുന്നതെന്തിന്? ട്രെൻഡിന് പിന്നിലെ വിശ്വാസങ്ങൾ
റീസർവേക്ക് പുറംകരാർ നൽകുന്നു; രണ്ടുവർഷത്തിനകം പൂർത്തിയാക്കുക ലക്ഷ്യം,റീസർവേക്ക് പുറംകരാർ നൽകുന്നു; രണ്ടുവർഷത്തിനകം പൂർത്തിയാക്കുക ലക്ഷ്യം
ചൈൽഡ് മൂവ്മെന്റിന്റെ പ്രവർത്തനം പിന്നെ എങ്ങനെയായിരുന്നു?,ചൈൽഡ് മൂവ്മെന്റിന്റെ പ്രവർത്തനം പിന്നെ എങ്ങനെയായിരുന്നു?
"ആഘോഷത്തിന്റെ ആവേശം ഉയർത്തിപ്പിടിക്കേണ്ട, കൊറോണക്കാല ഓണം","ആഘോഷത്തിന്റെ ആവേശം ഉയർത്തിപ്പിടിക്കേണ്ട, കൊറോണക്കാല ഓണം"
ഭരണത്തുടർച്ചയുണ്ടായാൽ താത്കാലിക ജീവനക്കാരെ സ്ഥിരപ്പെടുത്തുന്നത് തുടരുമെന്ന് സൂചിപ്പിച്ച് മുഖ്യമന്ത്രി,ഭരണത്തുടർച്ചയുണ്ടായാൽ താത്കാലിക ജീവനക്കാരെ സ്ഥിരപ്പെടുത്തുന്നത് തുടരുമെന്ന് സൂചിപ്പിച്ച് മുഖ്യമന്ത്രി
"ബിനീഷ് വീട്ടിലെത്തി: കെട്ടിപ്പിടിച്ച് കോടിയേരി, പൊട്ടിക്കരഞ്ഞ് വിനോദിനി","ബിനീഷ് വീട്ടിലെത്തി: കെട്ടിപ്പിടിച്ച് കോടിയേരി, പൊട്ടിക്കരഞ്ഞ് വിനോദിനി"
കൊലക്കേസിലെ പ്രതിയെ വെട്ടിക്കൊലപ്പെടുത്തിയ സംഭവം; പ്രതികളെ പൊലിസ് തിരിച്ചറിഞ്ഞതായി സൂചന,കൊലക്കേസിലെ പ്രതിയെ വെട്ടിക്കൊലപ്പെടുത്തിയ സംഭവം; പ്രതികളെ പൊലിസ് തിരിച്ചറിഞ്ഞതായി സൂചന
ജയിൽ ഭക്ഷണത്തിനും തുണിത്തരങ്ങൾക്കും പുറമെ കരകൗശലവസ്തുക്കൾളും വിൽക്കാനൊരുങ്ങി ജയിൽ അന്തേവാസികൾ,ജയിൽ ഭക്ഷണത്തിനും തുണിത്തരങ്ങൾക്കും പുറമെ കരകൗശലവസ്തുക്കൾളും വിൽക്കാനൊരുങ്ങി ജയിൽ അന്തേവാസികൾ
ജിഎസ്ടി വന്നിട്ടും പാചകവാതക വില കുതിച്ചുയരുമ്പോൾ പെട്രോൾ വില എങ്ങനെ കുറയും?,ജിഎസ്ടി വന്നിട്ടും പാചകവാതക വില കുതിച്ചുയരുമ്പോൾ പെട്രോൾ വില എങ്ങനെ കുറയും?
"വിജയ് ദേവെരകൊണ്ട വീണ്ടും എത്തുന്നു, ടാക്സിവാലയുടെ റിലീസ് തീയ്യതി","വിജയ് ദേവെരകൊണ്ട വീണ്ടും എത്തുന്നു, ടാക്സിവാലയുടെ റിലീസ് തീയ്യതി"
സംസ്ഥാന സർക്കാർ പ്രളയകാലത്ത് നടത്തിയത് സമാനതകളില്ലാത്ത പ്രവർത്തനം: അഭിനന്ദനവുമായി കുമ്മനം രാജശേഖരൻ,സംസ്ഥാന സർക്കാർ പ്രളയകാലത്ത് നടത്തിയത് സമാനതകളില്ലാത്ത പ്രവർത്തനം: അഭിനന്ദനവുമായി കുമ്മനം രാജശേഖരൻ
മദ്രാസിലെ മോനും കരിക്കൻ വില്ലയിലെ അങ്കിളും ആന്റിയും,മദ്രാസിലെ മോനും കരിക്കൻ വില്ലയിലെ അങ്കിളും ആന്റിയും
മേയറും ഉദ്യോഗസ്ഥരും വനിതാമതിലിന് പിന്നാലെ; കണ്ണൂർ കോർപറേഷൻ വാർഷിക പദ്ധതി സമർപ്പിക്കാത്തത് വിവാദത്തിൽ,മേയറും ഉദ്യോഗസ്ഥരും വനിതാമതിലിന് പിന്നാലെ; കണ്ണൂർ കോർപറേഷൻ വാർഷിക പദ്ധതി സമർപ്പിക്കാത്തത് വിവാദത്തിൽ
"ഡെപ്പോസിറ്റ് സൂക്ഷിക്കൽ - നൽകപ്പെടാത്ത വാടക, നാശനഷ്ടങ്ങൾ, മറ്റ് പാട്ടക്കരാർലംഘനങ്ങൾ","ഡെപ്പോസിറ്റ് സൂക്ഷിക്കൽ - നൽകപ്പെടാത്ത വാടക, നാശനഷ്ടങ്ങൾ, മറ്റ് പാട്ടക്കരാർലംഘനങ്ങൾ"
നന്മ പ്രവാസി കൂട്ടായ്മ അത്താഴ വിരുന്നും സൗഹൃദ സംഗമവും സംഘടിപ്പിച്ചു,നന്മ പ്രവാസി കൂട്ടായ്മ അത്താഴ വിരുന്നും സൗഹൃദ സംഗമവും സംഘടിപ്പിച്ചു
പ്രതിപക്ഷ പ്രതിഷേധം: നിയമസഭ ഇന്നത്തേക്ക് പിരിഞ്ഞു,പ്രതിപക്ഷ പ്രതിഷേധം: നിയമസഭ ഇന്നത്തേക്ക് പിരിഞ്ഞു
"കുവൈറ്റ് അമീറിന്റെ നിര്യാണം:  സാരഥി കുവൈറ്റും, സാരഥി ട്രസ്റ്റും അനുശോചിച്ചു","കുവൈറ്റ് അമീറിന്റെ നിര്യാണം:  സാരഥി കുവൈറ്റും, സാരഥി ട്രസ്റ്റും അനുശോചിച്ചു"
എങ്ങനെ ധ്രുവക്കടുത്ത് ഒരു വെസ്റ്റ് തിരഞ്ഞെടുക്കും?,എങ്ങനെ ധ്രുവക്കടുത്ത് ഒരു വെസ്റ്റ് തിരഞ്ഞെടുക്കും?
ജയിംസ് ബോണ്ട് സിനിയുടെ ചിത്രീകരണം ഇറ്റലിയിലെ പുഗ്ളിയയിലും,ജയിംസ് ബോണ്ട് സിനിയുടെ ചിത്രീകരണം ഇറ്റലിയിലെ പുഗ്ളിയയിലും
നിവാർ ചുഴലിക്കാറ്റ്; തമിഴ്നാട്ടിൽ ഏഴ് ജില്ലകളിൽ ജാഗ്രത നിർദ്ദേശം നൽകി,നിവാർ ചുഴലിക്കാറ്റ്; തമിഴ്നാട്ടിൽ ഏഴ് ജില്ലകളിൽ ജാഗ്രത നിർദ്ദേശം നൽകി
"മൃദുലതയും സുസംഘടിതമായ ലൈനുകളും, അത് അവിശ്വസനീയമായ സ്ത്രീ ഫെമിനിനിറ്റിയാണ്;","മൃദുലതയും സുസംഘടിതമായ ലൈനുകളും, അത് അവിശ്വസനീയമായ സ്ത്രീ ഫെമിനിനിറ്റിയാണ്;"
വേഗം സുഖം പ്രാപിക്കൂ: തല അജിത്തിന് വേണ്ടി പ്രാർത്ഥനയുമായി ആരാധക ലോകം,വേഗം സുഖം പ്രാപിക്കൂ: തല അജിത്തിന് വേണ്ടി പ്രാർത്ഥനയുമായി ആരാധക ലോകം
മതിലകത്തിന്റെ ചരിത്രം പേറുന്ന ബംഗ്ലാവ് കടവ് ഇനി മുസിരിസ് കമ്മ്യൂണിറ്റി സെന്റർ; ഉദ്ഘാടനം നാളെ,മതിലകത്തിന്റെ ചരിത്രം പേറുന്ന ബംഗ്ലാവ് കടവ് ഇനി മുസിരിസ് കമ്മ്യൂണിറ്റി സെന്റർ; ഉദ്ഘാടനം നാളെ
ജോൺപോൾ ജോർജ് ചിത്രത്തിൽ പൃഥ്വിരാജ് നായകനാകുന്നു,ജോൺപോൾ ജോർജ് ചിത്രത്തിൽ പൃഥ്വിരാജ് നായകനാകുന്നു
ഹൈടെക് ഓർഗാനിക് ഫാം നാളെ നാടിനു സമർപ്പിക്കും,ഹൈടെക് ഓർഗാനിക് ഫാം നാളെ നാടിനു സമർപ്പിക്കും
യുവ സൂപ്പർതാരങ്ങളുടെ നായികയായി എത്തിയ രേണുക മേനോന്റെ പരാജയത്തിന് കാരണം?,യുവ സൂപ്പർതാരങ്ങളുടെ നായികയായി എത്തിയ രേണുക മേനോന്റെ പരാജയത്തിന് കാരണം?
ഹരിതഗ്രാമം പദ്ധതി: വിത ഉത്സവം ഇന്ന്,ഹരിതഗ്രാമം പദ്ധതി: വിത ഉത്സവം ഇന്ന്
തോമസ് ചാണ്ടിയുടെ ഹർജി ഹൈക്കോടതി തള്ളി,തോമസ് ചാണ്ടിയുടെ ഹർജി ഹൈക്കോടതി തള്ളി
തൃശൂരിലെ ജുവലറി കുത്തിത്തുറന്ന മോഷണം; നഷ്ടമായ സ്വർണത്തിന് തെളിവില്ല; ഉടമയുടെ മൊഴി വിശ്വാസ യോഗ്യമാകാതെ കുഴഞ്ഞ് പൊലീസ്,തൃശൂരിലെ ജുവലറി കുത്തിത്തുറന്ന മോഷണം; നഷ്ടമായ സ്വർണത്തിന് തെളിവില്ല; ഉടമയുടെ മൊഴി വിശ്വാസ യോഗ്യമാകാതെ കുഴഞ്ഞ് പൊലീസ്
ഫോനി ചുഴലിക്കാറ്റ്: ഒഡീഷയിൽ എട്ട് ലക്ഷംപേരെ ഒഴിപ്പിക്കുന്നു,ഫോനി ചുഴലിക്കാറ്റ്: ഒഡീഷയിൽ എട്ട് ലക്ഷംപേരെ ഒഴിപ്പിക്കുന്നു
ചോ: മതി എന്നു തോന്നിയ നിമിഷങ്ങളുണ്ടായോ?,ചോ: മതി എന്നു തോന്നിയ നിമിഷങ്ങളുണ്ടായോ?
കാഞ്ഞാവെളി ചന്തയിലെ ശോച്യാവസ്ഥയ്ക്ക് പരിഹാരം വേണമെന്ന് ആവശ്യപ്പെട്ട് കോൺഗ്രസ് തൃക്കരുവ മണ്ഡലം കമ്മിറ്റിയുടെ നേതൃത്വത്തിൽ നടന്ന നിൽപ്പുസമരം,കാഞ്ഞാവെളി ചന്തയിലെ ശോച്യാവസ്ഥയ്ക്ക് പരിഹാരം വേണമെന്ന് ആവശ്യപ്പെട്ട് കോൺഗ്രസ് തൃക്കരുവ മണ്ഡലം കമ്മിറ്റിയുടെ നേതൃത്വത്തിൽ നടന്ന നിൽപ്പുസമരം
ഇത്രയും നല്ലവരും സൽസ്വഭാവിയും ആയവരായിരുന്നോ എൽഡിഎഫും യുഡിഎഫും?,ഇത്രയും നല്ലവരും സൽസ്വഭാവിയും ആയവരായിരുന്നോ എൽഡിഎഫും യുഡിഎഫും?
വിദേശത്തു നിന്നുള്ള തൊഴിൽ ആനുകൂല്യം ലഭിക്കാൻ നടപടി,വിദേശത്തു നിന്നുള്ള തൊഴിൽ ആനുകൂല്യം ലഭിക്കാൻ നടപടി
