Input Sentences,Output Sentences,Grammatical Error
"जीआरपी के हाथ लगा शातिर ्चोर , बांग्लादेशी होने का शक","जीआरपी के हाथ लगा शातिर चोर , बांग्लादेशी होने का शक",1
"टम्पो पलटने से एक की मौत, कई लोग हुए घायल","टेम्पो पलटने से एक की मौत, कई लोग हुए घायल",1
सवाल - निम्नलिखित में से कौन सा एक इलेक्ट्रॉनिक उपकरण में सोशल साइट नहीं है?,सवाल - निम्नलिखित में से कौन सा एक इलेक्ट्रॉनिक उपकरण में सोशल साइट नहीं है?,0
"विद्रोही समूहों विशेष रूप से असम, मणिपुर, नागालैंड और मिजोरम के लोग चीनी","विद्रोही समूहों विशेष रूप से असम, मणिपुर, नागालैंड और मिजोरम के लोग चीनी",0
मेडिकल कॉलेज कोस ौंपा सत्य सागर शर्मा का मृत शरीर,मेडिकल कॉलेज को सौंपा सत्य सागर शर्मा का मृत शरीर,1
हिंदी न्यूज़ बिहार मुजफ्फरपुर गोबरसही में पर सड़क शव रख मुआवजे के लिए बवाल,हिंदी न्यूज़ बिहार मुजफ्फरपुर गोबरसही में सड़क पर शव रख मुआवजे के लिए बवाल,1
जिस कमरे उन्होंने में फांसी लगाई वहां से एक सुसाइड नोट भी बरामद हुआ है,जिस कमरे में उन्होंने फांसी लगाई वहां से एक सुसाइड नोट भी बरामद हुआ है,1
वापस लौटाना पड़ता है मीजों को,वापस लौटाना पड़ता है मरीजों को,1
बीवी औऱ बेटी हैं साथ,बीवी औऱ बेटी हैं साथ,0
"ट्रंप ने रद्द ीक शांति वार्ता, तालिबान बोला - अब और अमेरिकी मरेंगे","ट्रंप ने रद्द की शांति वार्ता, तालिबान बोला - अब और अमेरिकी मरेंगे",1
प्रियंका की नाव में सवारी क्या हो पाएगी मोदी की छबिव पर भारी?,प्रियंका की नाव में सवारी क्या हो पाएगी मोदी की छबि पर भारी?,1
विभाग के प्रभारी को ज्ञापन सौंपते महासंघ के पदाधिकारी।,विभाग के प्रभारी को ज्ञापन सौंपते महासंघ के पदाधिकारी।,0
कमलनाथ ने तोड़ा: भरोसा राजवर्धन,कमलनाथ ने भरोसा तोड़ा: राजवर्धन,1
गिरफ्तार किए गए ड्राइवरों ने अपना अपराध बूल कर लिया है।,गिरफ्तार किए गए ड्राइवरों ने अपना अपराध कबूल कर लिया है।,1
अंतर्राष्ट्रीय स्टेडियम हक ै हमारा,अंतर्राष्ट्रीय स्टेडियम हक है हमारा,1
एक पिंजरे में शरट कैसे चुनें?,एक पिंजरे में शर्ट कैसे चुनें?,1
एनएसईएल के खिलाफ कार्रवाई : चिदंबरम,एनएसईएल के खिलाफ होगी कार्रवाई : चिदंबरम,1
ऑस्ट्रेलिया में निबंध प्रतियोगिता,ऑस्ट्रेलिया में भारतीय निबंध प्रतियोगिता,1
"निजी स्कूलों में बिक रहा कॉपी-किताबें, कार्रवाई नहं","निजी स्कूलों में बिक रहा कॉपी-किताबें, कार्रवाई नहीं",1
सीट से कम वेरीफिकेशन की संख्या,सीट से कम वेरीफिकेशन की संख्या,0
- बार्डर पर निगरानी के लिए नहीं है कोई सैन्य हवाई अड्डा,- बार्डर पर निगरानी के लिए नहीं है कोई सैन्य हवाई अड्डा,0
हैदराबाद से ्जयादा  सक्सेस रेट मुंबई  का,हैदराबाद से ज्यादा  सक्सेस रेट मुंबई  का,1
राजधानी दिल्ली विरोध प्रदर्शन जारी,राजधानी दिल्ली में विरोध प्रदर्शन जारी,1
दोषी पर पुलिसकर्मियों हत्या का मुकदमा दर्ज करने की मांग,दोषी पुलिसकर्मियों पर हत्या का मुकदमा दर्ज करने की मांग,1
अरुणाचल ्परदेश से भाजपा का राज्यसभा उम्मीदवार घोषित,अरुणाचल प्रदेश से भाजपा का राज्यसभा उम्मीदवार घोषित,1
नए डोले को निहारा भक्तों ने,नए डोले को निहारा भक्तों ने,0
स्काइप लाइट यूजर्स को आधार कार्ड से जोड़ा,स्काइप लाइट यूजर्स को आधार कार्ड से जोड़ा गया,1
पूर्व एथलीट मिल्खा सिंह ने भी आईओए के इस फैसले की आलोचना की है।,पूर्व एथलीट मिल्खा सिंह ने भी आईओए के इस फैसले की आलोचना की है।,0
"ईरान में विश्व वालीबाल चैंपियनशिप में करनाल के अमन का चयन, साई कुरुक्षेत्र निखरी प्रतिभा","ईरान में विश्व वालीबाल चैंपियनशिप में करनाल के अमन का चयन, साई कुरुक्षेत्र निखरी प्रतिभा",0
ये हैं जाम के प्रमुख प्वाइंट,ये हैं जाम के प्रमुख प्वाइंट,0
बृहद्रथ वंश पौराणिककथाओं के अनुसार मगध पर शासन करने एक राजवंश था।,बृहद्रथ वंश पौराणिक कथाओं के अनुसार मगध पर शासन करने एक राजवंश था।,1
श्रीधरन को ये सम्मान मिल चुके हैं,श्रीधरन को ये सम्मान मिल चुके हैं,0
दिव्यांग भी चक्कर काट रहा,दिव्यांग भी चक्कर काट रहा,0
दिल्ली में उमड़ा श्रद्धा कासैलाब,दिल्ली में उमड़ा श्रद्धा का सैलाब,1
इन राज्यों में छटपुट बारिश,इन राज्यों में छिटपुट बारिश,1
ऐसे सिक्कों हो रहे हैं असली और नकली सिक्कों की पहचान,ऐसे हो रहे हैं असली और नकली सिक्कों की पहचान,1
खिलाड़ी यहीं रह गया गाइड चला गया,खिलाड़ी यहीं रह गया गाइड चला गया,0
"लक्ष्मीपुर सनहौला, भागलपुर, स्थित बिहार एक गाँव है।","लक्ष्मीपुर सनहौला, भागलपुर, बिहार स्थित एक गाँव है।",1
रनिंग या जिम हैं,रनिंग या जिम जाते हैं,1
रियाच क्रवर्ती की शीघ्र हो सकती गिरफ्तारी,रिया चक्रवर्ती की शीघ्र हो सकती गिरफ्तारी,1
क्या है तुला सक्रांति महत्व,क्या है तुला संक्रांति महत्व,1
"अत्यधिक तनाव के कारण होता है हिस्टीरिया, जानें इसके बारे में","अत्यधिक तनाव के कारण होता है हिस्टीरिया, जानें इसके बारे में",0
"तेल को तरसा एयर इंडिया, उड़ानें रद्द","तेल को तरसा एयर इंडिया, उड़ानें रद्द",0
मजखाली वॉलीबाल में प्रतियोगिता शुरू,मजखाली में वॉलीबाल प्रतियोगिता शुरू,1
"बड़ी खबर, मुंबई में नेताओं और स्वास्थ्यकर्मियों को लगा वैक्सीन का बूस्टर डोज","बड़ी खबर, मुंबई में नेताओं और स्वास्थ्यकर्मियों को लगा वैक्सीन का बूस्टर डोज",0
एसवीयू ने लखनऊ की फर्म को लेकर विवि को लिखा पत्,एसवीयू ने लखनऊ की फर्म को लेकर विवि को लिखा पत्र,1
दर्ज नाम-पते पर नहींमिला सुराग,दर्ज नाम-पते पर नहीं मिला सुराग,1
हिंदी न्यूज़ बिहार बगहा मटियरिया में विवाहिता को केरोसिन छिड़क जलाया,हिंदी न्यूज़ बिहार बगहा मटियरिया में विवाहिता को केरोसिन छिड़क जलाया,0
दोनों आरोपितों पर केस दर्ज,दोनों आरोपितों पर केस दर्ज,0
हिंदी न्यूज़ बिहार खगड़िया ठग गिरोह ने हिंदी किया पौने दो करोड़ का लेनदेन,हिंदी न्यूज़ बिहार खगड़िया ठग गिरोह ने किया पौने दो करोड़ का लेनदेन,1
दिनदिहाडे दो लोगों की गोली मार हत्या,दिनदिहाडे दो लोगों की गोली मार कर हत्या,1
खलनायक का बनना चाहता है नायक,खलनायक का बेटा बनना चाहता है नायक,1
बच्चे में ठोस हरी कुर्सी,बच्चे में ठोस हरी कुर्सी,0
क्या क्या खास है सोलर इम्प्ल्स टू में,क्या खास है सोलर इम्प्ल्स टू में,1
दम है है कितना दमन में तेरे देख लिया है देखेंगे,दम है कितना दमन में तेरे देख लिया है देखेंगे,1
से रहस्मयी कलाएं सीख कृष्ण ने आततायियों का किया था नाश,गुरु से रहस्मयी कलाएं सीख कृष्ण ने आततायियों का किया था नाश,1
-विधायक ने कहा- राशि देने में नियमों का किया पालन,-विधायक ने कहा- राशि देने में नियमों का किया पालन,0
हनी ट्रैप आरपियों की कोर्ट में पेशी,हनी ट्रैप आरोपियों की कोर्ट में पेशी,1
मीडियम रेंज की कारों कीहुई बंपर बिक्री,मीडियम रेंज की कारों की हुई बंपर बिक्री,1
हम ऐसे लोगो के ख़िलाफ़ अपनी लड़ाई जारी रखेंगे,हम ऐसे लोगों के ख़िलाफ़ अपनी लड़ाई जारी रखेंगे,1
हुमान जी की करें पूजा,हनुमान जी की करें पूजा,1
भूमिका : : एयरक्रॉफ्ट और मिसाइल से सुरक्षा प्रदान करना,भूमिका : एयरक्रॉफ्ट और मिसाइल से सुरक्षा प्रदान करना,1
केंद्रीय मंत्री के निर्देश के थे,केंद्रीय मंत्री के निर्देश थे,1
कर्मचारियों की उपस्थिति रजिस्टर को चैक करतीं मेयर चैक मुनेश गुर्जर।,कर्मचारियों की उपस्थिति रजिस्टर को चैक करतीं मेयर मुनेश गुर्जर।,1
चूहे ली नवजात की जान,चूहे ने ली नवजात की जान,1
भारत : उन्नाव रेप पीड़िता की मां बोली बेटी की जान के बदले जान चाहिए,भारत : उन्नाव रेप पीड़िता की मां बोली बेटी की जान के बदले जान चाहिए,0
"नगरपरिषद में स्वास्थ्य परीक्षण शिविर आयोजित, स्किन बालों की जांच की","नगरपरिषद में स्वास्थ्य परीक्षण शिविर आयोजित, स्किन और बालों की जांच की",1
किसानों ने पर प्रशासन लगाए भ्रष्टाचार के आरोप,किसानों ने प्रशासन पर लगाए भ्रष्टाचार के आरोप,1
"पूजे शहीद गए तो फिर, यह पंथ कौन अपनाएगा?","पूजे न शहीद गए तो फिर, यह पंथ कौन अपनाएगा?",1
गनी खां चौधरी होते तो ऐसे लोगों को धक्के मारकर बाहर कर देते,गनी खां चौधरी होते तो ऐसे लोगों को धक्के मारकर बाहर कर देते,0
पीएचईडी की लापरवाही से बीसलपुर के पानी मेां बढ़ा नुकसानदेह एल्यूमिना,पीएचईडी की लापरवाही से बीसलपुर के पानी में बढ़ा नुकसानदेह एल्यूमिना,1
रंगमंच में काम करके खुश इरा है इरा,रंगमंच में काम करके खुश है इरा,1
फाइजर ने कोविड परोपकार कार्यों को आगे बढ़ाया,फाइजर ने कोविड परोपकार कार्यों को आगे बढ़ाया,0
दफ्तर से बाहर कर्मचारी,दफ्तर से बाहर निकले कर्मचारी,1
जीत-हार सपने के सपने में खोये प्रत्याशी,जीत-हार के सपने में खोये प्रत्याशी,1
"मनामा सम्मेलन, फिलिस्तीनियों का सौदा, हमास ने अरब देशों लताड़ा","मनामा सम्मेलन, फिलिस्तीनियों का सौदा, हमास ने अरब देशों को लताड़ा",1
बाल्डविन फार्म एरिया उच्च विद्यालय के कर्मचारियों के समर्थन में उतरी,बाल्डविन फार्म एरिया उच्च विद्यालय के कर्मचारियों के समर्थन में उतरी इंटक,1
चाईबासा की अधूरी पड़ी शहरी जलापूर्ति योजना होगी पूर्ण,चाईबासा की अधूरी पड़ी शहरी जलापूर्ति योजना होगी पूर्ण,0
करते रहे जांच नहीं पड़ी बंगालीप क्लीनिकों पर निगाह,करते रहे जांच नहीं पड़ी बंगाली क्लीनिकों पर निगाह,1
"बेटा: आदित्य सिंह,स ्टूडेंट, डीपीएस","बेटा: आदित्य सिंह, स्टूडेंट, डीपीएस",1
विरोध के बीच अलग तेलंगाना को सरकार की हरी झंडी,विरोध के बीच अलग तेलंगाना को सरकार की हरी झंडी,0
"बॉयफ्रेंड के साथ पूनम पांडे का यह वीडियो हुआ वायरल, बाद में किया डिलीट","बॉयफ्रेंड के साथ पूनम पांडे का यह वीडियो हुआ वायरल, बाद में किया डिलीट",0
जागरूकता काम का आभाव लटका था काम,जागरूकता का आभाव लटका था काम,1
आप हज़रत उमर बिन खत्ताब के भी बहुत बहुत वफ़ादार थे।,आप हज़रत उमर बिन खत्ताब के भी बहुत वफ़ादार थे।,1
"क्रास ने सेना, वायुसेना के लिए मध्यम दूरी की मिसाइलों ी पहली खेप दी","क्रास ने सेना, वायुसेना के लिए मध्यम दूरी की मिसाइलों की पहली खेप दी",1
शिवराज सरकार ने मध्य में चलाया था पायलट प्रोजेक्ट,शिवराज सरकार ने मध्य प्रदेश में चलाया था पायलट प्रोजेक्ट,1
देश के कई हिस्संों में बारिश जारी,देश के कई हिस्सों में बारिश जारी,1
सियासी चक्की में पािस रहा दियार का नेचर पार्क,सियासी चक्की में पिस रहा दियार का नेचर पार्क,1
हादसा: आग सेस घर सहित सामान नष्ट,हादसा: आग से घर सहित सामान नष्ट,1
राजनाथ सिंह ने गोवा के मुख्यमंत्ी से श्रीपद नाइक की स्थिति की जानकारी ली,राजनाथ सिंह ने गोवा के मुख्यमंत्री से श्रीपद नाइक की स्थिति की जानकारी ली,1
फुकरे रिटर्न्स- रात जमकर के अंधरे में 'महबूबा' के साथ जमकर थिरके 'फुकरे',फुकरे रिटर्न्स- रात के अंधरे में 'महबूबा' के साथ जमकर थिरके 'फुकरे',1
"घाट पहले आम और नींबू खरीदे, पैसे मांगने पर चाकू घोंप मौत के घाट उतारा","पहले आम और नींबू खरीदे, पैसे मांगने पर चाकू घोंप मौत के घाट उतारा",1
"बेसमेंट की खोदाई के दौरान दो मौत मंजिला भवन ढहा, पांच लोग दबे, दो की मौत","बेसमेंट की खोदाई के दौरान दो मंजिला भवन ढहा, पांच लोग दबे, दो की मौत",1
निरीक्षण तिथिम ें न उपस्थित हुए न दिया खर्च का हिसाब,निरीक्षण तिथि में न उपस्थित हुए न दिया खर्च का हिसाब,1
"वीसी, डींस, टीचर्स सबकी लग गई क्लास","वीसी, डींस, टीचर्स सबकी लग गई क्लास",0
"सपा की 'रार', बसपा की 'ताड़' भाजपा और की नोटबंदी","सपा की 'रार', बसपा की 'ताड़' और भाजपा की नोटबंदी",1
कोरोना को जांच लेकर जागरुकता की कमी,कोरोना जांच को लेकर जागरुकता की कमी,1
सीबीआई करेगी टाटा और मिस्त्री से से पूछताछ,सीबीआई करेगी टाटा और मिस्त्री से पूछताछ,1
जगदीशपुर में आदेश के बाद भी खुले मिले दो स्कूल,जगदीशपुर में आदेश के बाद भी खुले मिले दो स्कूल,0
कांग्रेस नेता फार्म के हाउस पर हुई थी पार्टी,कांग्रेस नेता के फार्म हाउस पर हुई थी पार्टी,1
- मूंगफली का नहीं मिल रहा भुगतान।,- मूंगफली का नहीं मिल रहा भुगतान।,0
वाले की वर्दी फाड़ी,पुलिस वाले की वर्दी फाड़ी,1
"मामूली सुधार के लिए बच्चों को कोर्ट का दरवाजा न खटखटाना पड़े, सटुनिश्चित करे सीबीएसई","मामूली सुधार के लिए बच्चों को कोर्ट का दरवाजा न खटखटाना पड़े, सुनिश्चित करे सीबीएसई",1
"पीएस को विश्वास, पूरी करशेंगे आस","पीएस को विश्वास, पूरी करेंगे आस",1
रेल रोकने ट्रेक पर जा पहुंचे ग्जरामीण,रेल रोकने ट्रेक पर जा पहुंचे ग्रामीण,1
"थरड् एसी से कम होगा किराया, यात्रा के लिए शुरू हो गई है बुकिंग","थर्ड एसी से कम होगा किराया, यात्रा के लिए शुरू हो गई है बुकिंग",1
चैनलों पर भी होगी कार्रवाई,चैनलों पर भी होगी कार्रवाई,0
गुलावठी में टयूबवेल मोटर चोरी।,गुलावठी में टयूबवेल की मोटर चोरी।,1
इसे भी पढ़ें : इस चार्ली ैपलिन को कितना जानते हैं आप,इसे भी पढ़ें : इस चार्ली चैपलिन को कितना जानते हैं आप,1
जल आपूर्ति योजना प्रणाली की आयोजना,जल आपूर्ति योजना प्रणाली की आयोजना,0
को भ्रष्टाचार का पर्यायवाची बना दिया गया,कांग्रेस को भ्रष्टाचार का पर्यायवाची बना दिया गया,1
हिंदी उत्तर न्यूज़ प्रदेश ललितपुर महिला प्रधान के समर्थन में प्रधान लामबंद,हिंदी न्यूज़ उत्तर प्रदेश ललितपुर महिला प्रधान के समर्थन में प्रधान लामबंद,1
"कैंसर से जगं लड़ रहीं सोनाली बेंद्रे का इमोशनल पोस्ट, प्रियंका चोपड़ा को कहा- थैंक्स","कैंसर से जंग लड़ रहीं सोनाली बेंद्रे का इमोशनल पोस्ट, प्रियंका चोपड़ा को कहा- थैंक्स",1
हिंदी न्यूज़ बिहार समस्तीपुर वारिसनगर में कृषि बिल के विरोध में प्रदर्शन,हिंदी न्यूज़ बिहार समस्तीपुर वारिसनगर में कृषि बिल के विरोध में प्रदर्शन,0
शिखर धवन ने सुरेश रैना व रोहित पीछे छोड़ा,शिखर धवन ने सुरेश रैना व रोहित को पीछे छोड़ा,1
क्लीनिंग और पॉलिशिंग दांत नहीं होते कमज़ोर,क्लीनिंग और पॉलिशिंग से दांत नहीं होते कमज़ोर,1
नवरात्रि कॉम्पिटिशंस क ेलिए टिप्स,नवरात्रि कॉम्पिटिशंस के लिए टिप्स,1
- नाले-नालियों से गुजर रही वॉटर लाइनों को लाइनों बदला जाएगा,- नाले-नालियों से गुजर रही वॉटर लाइनों को बदला जाएगा,1
आयोग के सामने एसपी को करेंगे तलब : पुनिया,आयोग के सामने एसपी को करेंगे तलब : पुनिया,0
-छत पर क्षमता से ज्यादा लोगों को जुटाने में गई दो लोगों की जान,-छत पर क्षमता से ज्यादा लोगों को जुटाने में गई दो लोगों की जान,0
"- शेर सिह, सीईओ, पीडीए","- शेर सिंह, सीईओ, पीडीए",1
"स्कूल भवन नहीं, तबेले में गढ़ जा रहा बच्चों का भविष्य","स्कूल भवन नहीं, तबेले में गढ़ जा रहा बच्चों का भविष्य",0
जो बर्न्ेस ने बनाए ये अनोखे रिकॉर्ड्स,जो बर्न्स ने बनाए ये अनोखे रिकॉर्ड्स,1
धर्मांतरण की सूचना पर मझाने पर बोला हमला : मुकेश,धर्मांतरण की सूचना पर समझाने पर बोला हमला : मुकेश,1
डायाफ्राम वॉल के निर्माण के भी लिए एक अयोग्य फार्म का चयन किया गया,डायाफ्राम वॉल के निर्माण के लिए भी एक अयोग्य फार्म का चयन किया गया,1
"ढककर रखें, ग्राहकों से उचित दूरी बनी रहे, इसके लिए दुकान के बाहर","ढककर रखें, ग्राहकों से उचित दूरी बनी रहे, इसके लिए दुकान के बाहर",0
खूंदों के आगमन के साथ रनोल में आरंभहुआ शांद महायज्ञ,खूंदों के आगमन के साथ रनोल में आरंभ हुआ शांद महायज्ञ,1
हिंदी न्यूज़ बिहार पूर्णिया विवाहिता को जहर खिलाकर मारने की प्राथमिकी दर्ज,हिंदी न्यूज़ बिहार पूर्णिया विवाहिता को जहर खिलाकर मारने की प्राथमिकी दर्ज,0
"आज सात दिसंबर को रायपुर में होंगे ये कार्यक्रम, इस बनाएं अपनी कार्ययोजना","आज सात दिसंबर को रायपुर में होंगे ये कार्यक्रम, इस तरह बनाएं अपनी कार्ययोजना",1
बुखार से सकीट क्षेत्र के निवासी एक वृद्ध की मौत हो गई जबकि डेढ़ दज,बुखार से सकीट क्षेत्र के निवासी एक वृद्ध की मौत हो गई जबकि डेढ़ दज,0
वित्तीय मदद देगी राज्या सरकार,वित्तीय मदद देगी राज्य सरकार,1
कैसे होती है मशरूम की खेती,कैसे होती है मशरूम की खेती,0
श्वेतांबर जैन समाज के पर्यूषण पर्व शुरू,श्वेतांबर जैन समाज के पर्यूषण पर्व शुरू,0
"पड़ोस में रैन बसेरा, यात्रियों को जाड़नकारी तक नहीं","पड़ोस में रैन बसेरा, यात्रियों को जानकारी तक नहीं",1
हिमाचल में थमेगी नहीं रफ्तार,हिमाचल में नहीं थमेगी रफ्तार,1
आगरा-लखनऊ एक्सप्रेस-वे से जुड़ेगा बुंदेलखंड,आगरा-लखनऊ एक्सप्रेस-वे से जुड़ेगा बुंदेलखंड एक्सप्रेस-वे,1
ये थ ेचर्चा के बिंदु,ये थे चर्चा के बिंदु,1
जिस हाथ से बनाय ाउसी से तोड़ा,जिस हाथ से बनाया उसी से तोड़ा,1
हिंदी न्यूज़ उत्तर समर्थन प्रदेश मेरठ चेयरपर्सन पति और पुत्र के समर्थन में उतरे सभासद,हिंदी न्यूज़ उत्तर प्रदेश मेरठ चेयरपर्सन पति और पुत्र के समर्थन में उतरे सभासद,1
मामले पोंटी मामले में दिल्ली पुलिस को बड़ी सफलता,पोंटी मामले में दिल्ली पुलिस को बड़ी सफलता,1
प्रधानाध्यापक अनजय का कहना है,प्रधानाध्यापक अजय का कहना है,1
भारत की परिस्थिति हर में एफडीआई अनुचित सुषमा,भारत की हर परिस्थिति में एफडीआई अनुचित सुषमा,1
"डीलर मनमानी की को लेकर उपभोक्ताओं द्वारा दिए आवेदन पर बीडीओ ने की जांच,भेजी रिपोट","डीलर की मनमानी को लेकर उपभोक्ताओं द्वारा दिए आवेदन पर बीडीओ ने की जांच,भेजी रिपोट",1
ब्लैक फंगस ्यों है खतरनाक,ब्लैक फंगस क्यों है खतरनाक,1
"लोग हैं कहेंगे, गर हूँ मैं तेरे ही नाम से।","लोग हैं कहेंगे, मगर हूँ मैं तेरे ही नाम से।",1
"चन्दौसी में अटल बिहारी वाजपेयी को दी भावभीनी श्रद्धांजलि, लोगों की आखंें हुई नम","चन्दौसी में अटल बिहारी वाजपेयी को दी भावभीनी श्रद्धांजलि, लोगों की आंखें हुई नम",1
नवजात शिशुओं में श्वसन दर,नवजात शिशुओं में श्वसन दर,0
दो के स्टूलों सहारे कट रहा जिंदगी का सफर,दो स्टूलों के सहारे कट रहा जिंदगी का सफर,1
कुशीनगर के उम्मीदवारों की सूची,कुशीनगर के उम्मीदवारों की सूची,0
आईटी अधिनियम में संशोधन याचिका पर होगी सुनवाई,आईटी अधिनियम में संशोधन याचिका पर होगी सुनवाई,0
"शपथ गस्रहण समय में महबूबा से हुई चूक, होगा यह परिणाम","शपथ ग्रहण समय में महबूबा से हुई चूक, होगा यह परिणाम",1
पंजाबश के इन शहरों में नाइट कर्फ्यू,पंजाब के इन शहरों में नाइट कर्फ्यू,1
बेदटे की कामयाबी से गदगद पिता,बेटे की कामयाबी से गदगद पिता,1
ने बताया कि अभियान अभी भी जारी है।,अधिकारी ने बताया कि अभियान अभी भी जारी है।,1
कैलाश विजयवर्गीय बदेलंगे मध्यप्रदेश के मुख्यमंत्री!,कैलाश विजयवर्गीय बदलेंगे मध्यप्रदेश के मुख्यमंत्री!,1
मायशा ने ने कहा नहीं बर्दाश्त होती,मायशा ने कहा नहीं बर्दाश्त होती,1
इसके लिए मुख्यमंत्री ने सभी जरूरी प्रक्रिया ूपर्ण कराने के निर्देश दिए हैं।,इसके लिए मुख्यमंत्री ने सभी जरूरी प्रक्रिया पूर्ण कराने के निर्देश दिए हैं।,1
कए कोशिश से पूरा क्षेत्र लाभान्वित,एक कोशिश से पूरा क्षेत्र लाभान्वित,1
"सीआइएसएफ के पांच श्वान रिटायर, जवानों की आंखें म","सीआइएसएफ के पांच श्वान रिटायर, जवानों की आंखें नम",1
-बजट से नागरिकों को राहत की उम्मीद,-बजट से नागरिकों को राहत की उम्मीद,0
"बजरी, बंदूक और बागी के लिए कुकख्यात चंबल बीहड़ों की किस्मत बदल सकता है गुग्गुल","बजरी, बंदूक और बागी के लिए कुख्यात चंबल बीहड़ों की किस्मत बदल सकता है गुग्गुल",1
दो दिनों में चार लोगों की हो गई मौत,दो दिनों में चार लोगों की हो गई मौत,0
नया टेंडर किया जाएगा,नया टेंडर जारी किया जाएगा,1
अपने उत्पादों और सवेाओं को एक बड़े सौदे में बंडल करें,अपने उत्पादों और सेवाओं को एक बड़े सौदे में बंडल करें,1
अधिवक्ताओं कार्य किया स्थगित,अधिवक्ताओं ने कार्य किया स्थगित,1
ट्विटर ने हटाया हटाया था पोस्ट,ट्विटर ने हटाया था पोस्ट,1
"सीएम अखिलेश को जागा चाचा प्रेम, अमर सिंह को दे दी अपनी कुर्सी","सीएम अखिलेश को जागा चाचा प्रेम, अमर सिंह को दे दी अपनी कुर्सी",0
मतदान कर मतदान राष्ट्र निर्माण में बनें भागीदार : सीएम,मतदान कर राष्ट्र निर्माण में बनें भागीदार : सीएम,1
रासेयो स्वयंसेवकों ने निकाली साइकिल रैली,रासेयो स्वयंसेवकों ने निकाली साइकिल रैली,0
सोनागाछी में कई सं्थाओं ने गंभीरता से सुरक्षित यौन संबंधों की शिक्षा दी है,सोनागाछी में कई संस्थाओं ने गंभीरता से सुरक्षित यौन संबंधों की शिक्षा दी है,1
उमरिया में घर में मिला महिला जला का हुआ शव,उमरिया में घर में मिला महिला का जला हुआ शव,1
कैमरों क खराब होने के कारण कर्मियों की मनमानी,कैमरों के खराब होने के कारण कर्मियों की मनमानी,1
स्टर्लिग बायोटेक : ईडी ने अहमद पटेल से चौथी बार पूछताछ की,स्टर्लिग बायोटेक : ईडी ने अहमद पटेल से चौथी बार पूछताछ की,0
"संता -ओ पाजी तुम कल थे लड़की देखने गए थे ,कैसी थी ??","संता -ओ पाजी तुम कल लड़की देखने गए थे ,कैसी थी ??",1
कपिल की सलाह से संनय्ास के बाद विकल्प तलाशने में मदद मिली : द्रविड़,कपिल की सलाह से संन्यास के बाद विकल्प तलाशने में मदद मिली : द्रविड़,1
"अनलोड करते ए चटी लाइन से लगा टिप्पर, आग में झुलसा चालक","अनलोड करते एचटी लाइन से लगा टिप्पर, आग में झुलसा चालक",1
घरवालों को बंधक बनाकर नगदी और जेवर लूट ले गए बदमाश,घरवालों को बंधक बनाकर नगदी और जेवर लूट ले गए बदमाश,0
मेरा तीन महीने का कुत्ता मिट्टी खा रहा है क्या करंे?,मेरा तीन महीने का कुत्ता मिट्टी खा रहा है क्या करें?,1
हिंदी न्यूज़ उत्तर प्रेदश लखीमपुरखीरी ब्लाक प्रमुख ने कांवड़ियों को ड्रेस देकर किया विदा,हिंदी न्यूज़ उत्तर प्रदेश लखीमपुरखीरी ब्लाक प्रमुख ने कांवड़ियों को ड्रेस देकर किया विदा,1
