Input Sentences,Output Sentences,Grammatical Error
లియాండర్ పాతికేళ్ల పతకాన్ని గుర్తు కిమ్! చేసిన,లియాండర్ పాతికేళ్ల పతకాన్ని గుర్తు చేసిన కిమ్!,1
"బాలయ్య, నాగ్ నటించాల్సిన ఆ రెండు సినిమాలు ఆగిపోయాయంటే?","బాలయ్య, నాగ్ నటించాల్సిన ఆ రెండు సినిమాలు ఎందుకు ఆగిపోయాయంటే?",1
కాగితం నుండి పువ్వులు తయారు ఎలా,కాగితం నుండి పువ్వులు తయారు చేసేందుకు ఎలా,1
ప్రధాన అభ్యర్థులకు ఖాళీల అందిస్తారు మధ్య నిలబడి:,ప్రధాన ఖాళీల అభ్యర్థులకు అందిస్తారు మధ్య నిలబడి:,1
ఈరోజు కాదు రేపు అంత్యక్రియలు,ఈరోజు కాదు రేపు శ్రీదేవి అంత్యక్రియలు,1
బీమా డబ్బుల కోసం భర్త,బీమా డబ్బుల కోసం భర్త హత్య,1
ఒక చర్మం పరిపూర్ణ చేయడానికి ఎలా,ఒక పరిపూర్ణ చర్మం చేయడానికి ఎలా,1
సీఎం కిరణ్ ప్రసంగంలో స్పష్టత లేదు: యనమల రామకృష్ణుడు,సీఎం కిరణ్ ప్రసంగంలో స్పష్టత లేదు: యనమల రామకృష్ణుడు,0
కొండపాలెంలో భూ భూ వినియోగం కింది విధంగా ఉంది:,కొండపాలెంలో భూ వినియోగం కింది విధంగా ఉంది:,1
తన పొలం నుంచి ఇసుకనసు తరలించొద్దని వేడుకున్న రైతు,తన పొలం నుంచి ఇసుకను తరలించొద్దని వేడుకున్న రైతు,1
బ్యాంకింగ్ మరియు క్రెడిట్ సంస్థలు నిర్ణయాలు అమలు కోసం విధానం,బ్యాంకింగ్ మరియు క్రెడిట్ సంస్థలు నిర్ణయాలు అమలు కోసం విధానం,0
తక్కువ రక్తంలో చక్కెర స్థాలయిలు కొన్నిసార్లు తీవ్రంగా మారతాయి మరియు ఇలాంటి లక్షణాలను కలిగిస్తాయి:,తక్కువ రక్తంలో చక్కెర స్థాయిలు కొన్నిసార్లు తీవ్రంగా మారతాయి మరియు ఇలాంటి లక్షణాలను కలిగిస్తాయి:,1
బర్త్ డే పార్టీలో సందడి: అనుష్క నడుంప కోహ్లీ చెయ్యి,బర్త్ డే పార్టీలో సందడి: అనుష్క నడుంపై కోహ్లీ చెయ్యి,1
తూర్పు మధ్య బంగాళాఖాతంలో తీ్వర అల్పపీడనం,తూర్పు మధ్య బంగాళాఖాతంలో తీవ్ర అల్పపీడనం,1
ఆ కటంబంలో ఒకరికి గెజిటెడ్ ఉద్యోగం ఇస్తాం,ఆ కటుంబంలో ఒకరికి గెజిటెడ్ ఉద్యోగం ఇస్తాం,1
చదవండి: పద్మావతి సినిమా విషయంలో జోక్యం చేసుకోలేం: కోర్టు సుప్రీం షాక్,చదవండి: పద్మావతి సినిమా విషయంలో జోక్యం చేసుకోలేం: సుప్రీం కోర్టు షాక్,1
అమెరికాలో అనారోగ్ యంతో హుజూరాబాద్ వాసి మృతి,అమెరికాలో అనారోగ్యంతో హుజూరాబాద్ వాసి మృతి,1
కోడూరులో భూ వినియోగం కిందివిధంగా ఉంది:,కోడూరులో భూ వినియోగం కింది విధంగా ఉంది:,1
నేడు కమల్ హాసన్ రాజకీయ రాజకీయ పార్టీ ప్రారంభం,నేడు కమల్ హాసన్ రాజకీయ పార్టీ ప్రారంభం,1
తరవాత కథనంతమన్ బీట్ తకిట తకిట అిదరిందిగా!,తరవాత కథనంతమన్ బీట్ తకిట తకిట అదిరిందిగా!,1
మిత్రుడి ఇంట్లో యువతి అనుమానాస్పద మృతి,మిత్రుడి ఇంట్లో యువతి అనుమానాస్పద మృతి,0
పంత్ సూచనలతో భజ్జీ స్టైల్లో రహోిత్ బౌలింగ్,పంత్ సూచనలతో భజ్జీ స్టైల్లో రోహిత్ బౌలింగ్,1
వాషింగ్ మెషీన్ లేదా హ్యాండ్,వాషింగ్ మెషీన్ లేదా హ్యాండ్ వాష్,1
భారత ఔషధ అవసరాలను అర్థం చేసుకోగలం: అమెరికా,భారత ఔషధ అవసరాలను అర్థం చేసుకోగలం: అమెరికా,0
సీ యొక్క కాండిస్ కోసం లవర్స్ మరియు ఔత్సాహిక ఫుడ్ ఎంట్రప్రెన్యర్స్ కోసం ఫన్ ఫాక్ట్స్,సీ యొక్క కాండిస్ లవర్స్ మరియు ఔత్సాహిక ఫుడ్ ఎంట్రప్రెన్యర్స్ కోసం ఫన్ ఫాక్ట్స్,1
మీరు లేకపోతే నేను ఈ స్థాయిలో ఉండేవాడిని కాదు: అభిమానులకు రోహిత్ శర్ మలేఖ,మీరు లేకపోతే నేను ఈ స్థాయిలో ఉండేవాడిని కాదు: అభిమానులకు రోహిత్ శర్మ లేఖ,1
'ప్రపంచంలో ఇప్పటికీ అత్యుత్తమ వికెట్ కీపర్ ధోనియే','ప్రపంచంలో ఇప్పటికీ అత్యుత్తమ వికెట్ కీపర్ ధోనియే',0
"రామాయణ పారాయణం భారత భాగవత పఠనం, శ్రవణం","రామాయణ పారాయణం భారత పఠనం, భాగవత శ్రవణం",1
"జమైకా, క్యూబా, కేమన్ దీవులమధ్య భూకంపం","జమైకా, క్యూబా, కేమన్ దీవుల మధ్య భూకంపం",1
అశోక్ బాబు ఒక ప్రభుత్వ ఉదయోగి,అశోక్ బాబు ఒక ప్రభుత్వ ఉద్యోగి,1
కేంద్రం క్షమాపణ చెప్తే సరిపోదు: కేసీఆర్,కేంద్రం క్షమాపణ చెప్తే సరిపోదు: కేసీఆర్,0
విచారానికే అలవాటు పడిన వీరు అనుభవాలుగా ఉండిపోతారు,విచారానికే అలవాటు పడిన వీరు అనుభవాలుగా ఉండిపోతారు,0
తెలంగాణలో కలకలం రేపుతున్న కిడ్నాప్ హత్యలు,తెలంగాణలో కలకలం రేపుతున్న కిడ్నాప్ హత్యలు,0
ముంబై సమయంలో పాక్ మంత్రికి ప్రణబ్ ఇలా,ముంబై దాడుల సమయంలో పాక్ మంత్రికి ప్రణబ్ ఇలా,1
నా ఆరాధ్య దైవం వైయస్ార్ అన్న మంత్రి కొడాలి నానీ,నా ఆరాధ్య దైవం వైయస్సార్ అన్న మంత్రి కొడాలి నానీ,1
"ఎలా మీరు ఎవరు ఇష్టపడతారు, ఒక మీరు మాన్ దృష్టిని ఆకర్షించడానికి? కొన్ని సాధారణ మార్గాలు","ఎలా మీరు ఎవరు ఇష్టపడతారు, ఒక మాన్ దృష్టిని ఆకర్షించడానికి? కొన్ని సాధారణ మార్గాలు",1
టీటీడీ బోర్డులో టాలీవుడ్ హీరో ?,టీటీడీ బోర్డులో టాలీవుడ్ హీరో ?,0
"తెలంగాణ మంత్రి జూపల్లి, ఎంపీ లకు చేదు అనుభవం","తెలంగాణ మంత్రి జూపల్లి, ఎంపీ జితేందర్ లకు చేదు అనుభవం",1
ఏపీలో ఎన్నికల రద్దుపై హైకోర్టులో ఎస్ఈసీ పిటిషన్,ఏపీలో ఎన్నికల రద్దుపై హైకోర్టులో ఎస్ఈసీ పిటిషన్,0
ఫోటో స్టోరీ: సోనాలి దీపావళి సెలబ్రేషన్,ఫోటో స్టోరీ: సోనాలి దీపావళి సెలబ్రేషన్,0
రోడ్డు భద్రతా వారం సందర్భంగా ఏం జరుగుతుంది?,రోడ్డు భద్రతా వారం సందర్భంగా ఏం జరుగుతుంది?,0
మా అమ్మ పేరు మీద కారు తీస్కుంటున్న తీస్కుంటున్న,మా అమ్మ పేరు మీద కారు తీస్కుంటున్న,1
కోదండరాం కోపంతో ఉన్నా ప్రజలు మాతోేన ఉన్నారనేందుకు టిఆర్ ఎస్ కు ఈ ఎన్నికలు మరొక అవకాశం కల్పిస్తాయి,కోదండరాం కోపంతో ఉన్నా ప్రజలు మాతోనే ఉన్నారనేందుకు టిఆర్ ఎస్ కు ఈ ఎన్నికలు మరొక అవకాశం కల్పిస్తాయి,1
కండరాల తిమ్మిరి చికిత్స కోసం ఒక సహజ బూస్ట్,కండరాల తిమ్మిరి చికిత్స కోసం ఒక సహజ బూస్ట్,0
గూగుల్ నుండి సరికొత్త ఫోన్: ఫీచర్లు ఇవే,గూగుల్ నుండి సరికొత్త ఫోన్: ఫీచర్లు ఇవే,0
టపాసులు కాల్చుకునేందుకు గ్రీన్ సుప్రీం గ్రీన్ సిగ్నల్,టపాసులు కాల్చుకునేందుకు సుప్రీం గ్రీన్ సిగ్నల్,1
చేపలు పట్టడానికి వెళ్లిన మృతి యువకుడి,చేపలు పట్టడానికి వెళ్లిన యువకుడి మృతి,1
ఈటల చేసిన పనిని ఎలా సమర్థించుకోవాలి?: కెప్టెన్ లక్ష్మీకాంతరావు మండిపాటు,ఈటల చేసిన పనిని ఎలా సమర్థించుకోవాలి?: కెప్టెన్ లక్ష్మీకాంతరావు మండిపాటు,0
రిలయన్్స కు వ్యతిరేకంగా సుప్రీం తీర్పు,రిలయన్స్ కు వ్యతిరేకంగా సుప్రీం తీర్పు,1
"కరోన్ాతో బీజేపీ ఎమ్మెల్యే కన్నుమూత, ప్రముఖుల ప్రాణాలు తీస్తోన్న మహమ్మారి","కరోనాతో బీజేపీ ఎమ్మెల్యే కన్నుమూత, ప్రముఖుల ప్రాణాలు తీస్తోన్న మహమ్మారి",1
అమ్మపాలెంలో భూ వినియోగం కింది విధంగా ఉంది:,అమ్మపాలెంలో భూ వినియోగం కింది విధంగా ఉంది:,0
టీఆర్ ఎస్ నీళ్లు చల్లిన వెంకయ్య,టీఆర్ ఎస్ ఆశలపై నీళ్లు చల్లిన వెంకయ్య,1
జరత్కారుడు ఆమెతో ఇలా అన్నాడు,జరత్కారుడు ఆమెతో ఇలా అన్నాడు -,1
రెసిడెన్షియల్ విద్యార్థులకు ఇంటర్ గండం పరీక్షల,రెసిడెన్షియల్ విద్యార్థులకు ఇంటర్ పరీక్షల గండం,1
ఆ రోజు రాత్రి ఏం జరిగిందో చెబుతానంటోన్న వర్మ,ఆ రోజు రాత్రి ఏం జరిగిందో చెబుతానంటోన్న వర్మ,0
పట్టేలా కేసీఆర్ కు చెమటలు పట్టేలా కాంగ్రెస్ నేత కంప్లైంట్,కేసీఆర్ కు చెమటలు పట్టేలా కాంగ్రెస్ నేత కంప్లైంట్,1
ట్యాంక్ రెండో ప్రపంచ యుద్ధ కాలం నాటి పాంథర్ ట్యాంక్,రెండో ప్రపంచ యుద్ధ కాలం నాటి పాంథర్ ట్యాంక్,1
జట్టుతోపాటు వాట్సాప్ గ్రూప్ నుంచి రైనా ఔట్?,జట్టుతోపాటు వాట్సాప్ గ్రూప్ నుంచి రైనా ఔట్?,0
బడ్జెట్ రూపకల్పనలో లోపాలున్నాయి కాగ్,బడ్జెట్ రూపకల్పనలో లోపాలున్నాయి : కాగ్,1
బయోపిక్ గా 'మన్ బైరాగి',మోదీ బయోపిక్ గా 'మన్ బైరాగి',1
"కార్మికులు, శ్రామికులు, శ్రామికులు, రైతన్నలు కూలీలు పిడికిలి బిగించి","కార్మికులు, శ్రామికులు, రైతన్నలు కూలీలు పిడికిలి బిగించి",1
ఆదిపురుష్ కోసం వెయిట్ చేస్తున్న కృతిసనన్,ఆదిపురుష్ కోసం వెయిట్ చేస్తున్న కృతిసనన్,0
యూఏఈలో జరగనను్న ఐపీఎల్ రెండో భాగం,యూఏఈలో జరగనున్న ఐపీఎల్ రెండో భాగం,1
"మోడీ సన్నిహితుడు షకు జెడ్ ప్లస్, నిలదీసిన కాంగ్రెస్","మోడీ సన్నిహితుడు షాకు జెడ్ ప్లస్, నిలదీసిన కాంగ్రెస్",1
ప్రతిపటక్షాలపైకి తప్పును నెట్టేసి తప్పించుకోవాలని చూస్తున్నారు,ప్రతిపక్షాలపైకి తప్పును నెట్టేసి తప్పించుకోవాలని చూస్తున్నారు,1
కిరణ్ బేడీ పోటీ నాపై చేయాల్సింది,కిరణ్ బేడీ నాపై పోటీ చేయాల్సింది,1
ఎంబిసిలకు కమిషన్ పెట్టినఏకైక రాష్ట్రం తెలంగాణ,ఎంబిసిలకు కమిషన్ పెట్టినఏకైక రాష్ట్రం తెలంగాణ,0
ఛానళ్లకి అవార్డులు ఇచ్చిన మంచు లక్ష్మి,ఛానళ్లకి అవార్డులు ఇచ్చిన మంచు లక్ష్మి,0
"మొత్తం కేసులు, మరణాల్లో శాతం అత్యధిక కేరళ నుంచే","మొత్తం కేసులు, మరణాల్లో అత్యధిక శాతం కేరళ నుంచే",1
చక్కెర అధికంగా ఉన్న ఆహారాలు మానుకోండి,చక్కెర అధికంగా ఉన్న ఆహారాలు మానుకోండి,0
"పి చిదంబరం, కేందర్ ఆర్థికశాఖ మాజీ మంత్రి","పి చిదంబరం, కేంద్ర ఆర్థికశాఖ మాజీ మంత్రి",1
టీడీపీ లేడీ లీడర్ ఆత్మహత్యలో అసలు లేడీ కోణం,టీడీపీ లేడీ లీడర్ ఆత్మహత్యలో అసలు కోణం,1
గూగుల్ ప్లే బాహుబలి తగ్గని హంగామా,గూగుల్ ప్లే తగ్గని బాహుబలి హంగామా,1
అమిత్ షా వ్యాఖ్ యలపై ఘాటుగా స్పందించిన ఫరూక్ అబ్దుల్లా,అమిత్ షా వ్యాఖ్యలపై ఘాటుగా స్పందించిన ఫరూక్ అబ్దుల్లా,1
"రెండు, మూడు నెలల్లో మోదీ మోర కీలక నిర్ణయం!","రెండు, మూడు నెలల్లో మోదీ మరో కీలక నిర్ణయం!",1
ఆర్జేడీకి ఒక్క సీటు కూడా రాదు,ఆర్జేడీకి ఒక్క సీటు కూడా రాదు,0
"చికెన్, గుడ్డు తినకూడదా, డబ్ల్యూహెచ్ వో ఏం  చెబుతోంది ?","చికెన్, గుడ్డు తినకూడదా, డబ్ల్యూహెచ్ వో ఏం చెబుతోంది ?",1
వ్రేళ్లు తెరచి చూడ వేరు వేరు;,వ్రేళ్లు తెరచి చూడ వేరు వేరు;,0
యువకుడి నిర్లక్షానికి నిండు పరాణం బలి!,యువకుడి నిర్లక్షానికి నిండు ప్రాణం బలి!,1
"""నాన్కు డబ్బు ఇయ్యకమ్మా!"" అనేవాడు -","""నాన్నకు డబ్బు ఇయ్యకమ్మా!"" అనేవాడు -",1
సర్జికల్ దాడుల దర్శకుడు అజిత్ దోవల్,సర్జికల్ దాడుల దర్శకుడు అజిత్ దోవల్,0
"యూరోప్ లో గంజాయి వాడకం నాయకుడు నెదర్లాండ్స్, అవి చెక్ రిపబ్లిక్ కాదు;","యూరోప్ లో గంజాయి వాడకం నాయకుడు నెదర్లాండ్స్, అవి చెక్ రిపబ్లిక్ కాదు;",0
తమిళనాడు సీఎపంై కమల్ హాసన్ ఫైర్,తమిళనాడు సీఎంపై కమల్ హాసన్ ఫైర్,1
వ్యాక్సిన్ ధర ఎందుకు ఎక్కువ అంటే మోడీ సర్కారు చేసిన తప్పు సీరం?,వ్యాక్సిన్ ధర ఎందుకు ఎక్కువ అంటే మోడీ సర్కారు చేసిన తప్పు చెప్పిన సీరం?,1
లంచం తీసుకుంటూ పట్టుపడ్డ ప్రభుత్వ ఉద్యోగి,లంచం తీసుకుంటూ పట్టుపడ్డ ప్రభుత్వ ఉద్యోగి,0
"ప్రభు్త్వ కారు పార్క్, హోటల్ అతిథులు ఉచితంగా ఉపయోగించవచ్చు ఇది;","ప్రభుత్వ కారు పార్క్, హోటల్ అతిథులు ఉచితంగా ఉపయోగించవచ్చు ఇది;",1
ఎవరికీ లబ్ధి ేకూర్చే పర్యటనలు చేయను,ఎవరికీ లబ్ధి చేకూర్చే పర్యటనలు చేయను,1
డి్ష టీవీ చందాదారులకు ఉచితంగా ఈరోస్ నౌ,డిష్ టీవీ చందాదారులకు ఉచితంగా ఈరోస్ నౌ,1
"కారు ఆగొద్దు, డ్రైవర్ మారొద్దు శాసనసభలో మనమే కూర్చోవాలి:కేటీఆర్","కారు ఆగొద్దు, డ్రైవర్ మారొద్దు శాసనసభలో మనమే కూర్చోవాలి:కేటీఆర్",0
మద్యం సిండికేట్ల పై గవర్నర్ సీరియస్,మద్యం సిండికేట్ల పై గవర్నర్ సీరియస్,0
కంప్యూటర్ ఇంజనీరింగ్ మరియు సైన్స్; కంప్యూటర్,కంప్యూటర్ ఇంజనీరింగ్ మరియు కంప్యూటర్ సైన్స్;,1
ఢిలలీలో రేపటి నుంచి మరిన్ని సడలింపులు,ఢిల్లీలో రేపటి నుంచి మరిన్ని సడలింపులు,1
ఎడిటర్ పొడవు లెటర్స్ టు ది ఎడిటర్: పొడవు మరియు ఫార్మాట్,ఎడిటర్ లెటర్స్ టు ది ఎడిటర్: పొడవు మరియు ఫార్మాట్,1
"రైళ్లు, ఆర్టీసీ బస్సుల్లో దొరకన ిరిజర్వేషన్లు","రైళ్లు, ఆర్టీసీ బస్సుల్లో దొరకని రిజర్వేషన్లు",1
బ్రేకింగ్:రఘురామ ఫ్యామిలీ ఫిర్యాదుపై లోక్సభ స్పీకర్,బ్రేకింగ్:రఘురామ ఫ్యామిలీ ఫిర్యాదుపై లోక్సభ స్పీకర్ రియాక్షన్,1
"తేనె, చర్మంపై ఒక తేమ కలిగి; ప్రభావం","తేనె, చర్మంపై ఒక తేమ ప్రభావం కలిగి;",1
ఏడాది గా కలుద్దాం అనుకున్నా ఇప్పుడు కుదిరింది - చిరంజీవి,ఏడాది గా కలుద్దాం అనుకున్నాం ఇప్పుడు కుదిరింది - చిరంజీవి,1
భూములు అభివృద్ధి చేసి సొమ్ము సమీకరిస్తామన్న అగ్రిగోల్్డ,భూములు అభివృద్ధి చేసి సొమ్ము సమీకరిస్తామన్న అగ్రిగోల్డ్,1
గున్నమామిడి పచ్చపచ్చని కోక గాంచుచున్ పొంకము,గున్నమామిడి పచ్చపచ్చని కోక పొంకము గాంచుచున్,1
మొగిలిలో భూ కింది వినియోగం విధంగా ఉంది:,మొగిలిలో భూ వినియోగం కింది విధంగా ఉంది:,1
"ఓ నాలుగు కట్టలు డిస్పోజబుల్ గ్లాసులు,","ఓ నాలుగు కట్టలు డిస్పోజబుల్ గ్లాసులు,",0
ముూడు నెలల తరువాత తిరిగి పెళ్లి కళ,మూడు నెలల తరువాత తిరిగి పెళ్లి కళ,1
మాన్యువల్ మాన్యువల్ వీధులు ఊడ్చువాడు లేదా డ్రైనేజ్ క్లీన్ చేసేవారు,మాన్యువల్ వీధులు ఊడ్చువాడు లేదా డ్రైనేజ్ క్లీన్ చేసేవారు,1
నిన్ను హీరోను చేస్తా!: బాల హీరోను 'మగధీర'కు మాటిచ్చిన రాంచరణ్,నిన్ను హీరోను చేస్తా!: బాల 'మగధీర'కు మాటిచ్చిన రాంచరణ్,1
పోడు భూముల సమస్యల పరిష్కారానికి ఉన్నతాధికారులు రప్యటన,పోడు భూముల సమస్యల పరిష్కారానికి ఉన్నతాధికారులు పర్యటన,1
"ఆ ఊర్లో ఒక్కరికి తప్ప అందరికీ కరోనా పాిజటివ్, సరైన జాగ్రత్తలు తీసుకోకపోతే ఫలితం ఇదే","ఆ ఊర్లో ఒక్కరికి తప్ప అందరికీ కరోనా పాజిటివ్, సరైన జాగ్రత్తలు తీసుకోకపోతే ఫలితం ఇదే",1
వేడుకగా వస్తావయ్యా' జరిగిన 'రామయ్యా వస్తావయ్యా' ఆడియో రిలీజ్,వేడుకగా జరిగిన 'రామయ్యా వస్తావయ్యా' ఆడియో రిలీజ్,1
ఆర్టీసీ బస్సు నడుపుతూ  గుండెపోటుతో డో్రైవర్ మృతి,ఆర్టీసీ బస్సు నడుపుతూ  గుండెపోటుతో డ్రైవర్ మృతి,1
ఆశ నిరాశల మద్య ఊగుతున్న,ఆశ నిరాశల మద్య ఊగుతున్న నరసింహులు,1
రెండు విడతల్లో కేబినెట్ విస్తరణ ఉండొచ్చని తెలు్తోంది,రెండు విడతల్లో కేబినెట్ విస్తరణ ఉండొచ్చని తెలుస్తోంది,1
విదేశీ పర్యాటకులు తమ స్వల్ప సందర్శన కాలంలో బ్యాంకు ఖాతాను తెరవవచ్చా?,విదేశీ పర్యాటకులు తమ స్వల్ప సందర్శన కాలంలో బ్యాంకు ఖాతాను తెరవవచ్చా?,0
జగిత్యాలలో గుండు పిన్నుపై మట్టి వినాయకుడు,జగిత్యాలలో గుండు పిన్నుపై మట్టి వినాయకుడు,0
షర్ట్స్ మరియు జాకెట్లు - ధర మరియు నాణ్యత కలయిక,షర్ట్స్ మరియు జాకెట్లు - ధర మరియు నాణ్యత కలయిక,0
అలాంటి రుణాల లవ్లే ఇప్పుడు ఈ పరిస్థితి,అలాంటి రుణాల వల్లే ఇప్పుడు ఈ పరిస్థితి,1
తరవాత కథనంఆ భూములను -పత్తిపాటి తిరిగి స్వాధీనం చేసుకుంటాం -పత్తిపాటి,తరవాత కథనంఆ భూములను తిరిగి స్వాధీనం చేసుకుంటాం -పత్తిపాటి,1
బ్రెడ్ - రెండ లేదా మూడు ముక్కలు;,బ్రెడ్ - రెండు లేదా మూడు ముక్కలు;,1
"గ్రామ, వార్డు సచివాలయాల నుంచి వచ్చే ఫిర్యాదధుల అనుసంధానం","గ్రామ, వార్డు సచివాలయాల నుంచి వచ్చే ఫిర్యాదుల అనుసంధానం",1
"దారి దోపిడీ: నగదు, బంగారం అపహరణ","దారి దోపిడీ: నగదు, బంగారం అపహరణ",0
ఫత్కారా పాటు సర్వాంగి సర్వా సిద్ధి సిద్ధి ఫాలప్రద,ఫత్కారా పాటు సర్వాంగి సర్వా సిద్ధి ఫాలప్రద,1
"పవన్ , ప్రకాష్ ని అవ్వబోతున్న అనసూయ","పవన్ , ప్రకాష్ ని ఫాలో అవ్వబోతున్న అనసూయ",1
పర్సాపురంలో భూ వినియోగం కింది విధంగా ఉంది:,పర్సాపురంలో భూ వినియోగం కింది విధంగా ఉంది:,0
"- ఏ స్పైసి ఆహార, అలాగే ప్రసతుతం వెనిగర్ కలిగి ఆ వంటి;","- ఏ స్పైసి ఆహార, అలాగే ప్రస్తుతం వెనిగర్ కలిగి ఆ వంటి;",1
మొదటి భార్య ఎవరో చెప్పిన అల్లు అర్జున్,తన మొదటి భార్య ఎవరో చెప్పిన అల్లు అర్జున్,1
తెలంగాణ రాష్ట్ర మహిళ కాంగ్రెస్ అధ్యక్షురాలిగా సుునీతారావు,తెలంగాణ రాష్ట్ర మహిళ కాంగ్రెస్ అధ్యక్షురాలిగా సునీతారావు,1
తెలంగాణలో రికార్డు స్థాయిలో కరోనా కేసులు,తెలంగాణలో రికార్డు స్థాయిలో కరోనా కేసులు,0
"ఏపీలో లిక్కర్ రేట్లలో మార్పులు, ఇవే కొత్త రేట్లు","ఏపీలో లిక్కర్ రేట్లలో మార్పులు, ఇవే కొత్త రేట్లు",0
మూడేళ్ల కమల్ కిందట కు గాయం,మూడేళ్ల కిందట కమల్ కు గాయం,1
చేతులు కిర్గిజ్స్తాన్ కోటు: ఒక మరియు విలువ,చేతులు కిర్గిజ్స్తాన్ కోటు: ఒక వివరణ మరియు విలువ,1
"ఉత్పత్తి మరియు నటులు: ""ఎత్తైన నుండిపెరుగుదల""","ఉత్పత్తి మరియు నటులు: ""ఎత్తైన నుండి పెరుగుదల""",1
మూడు భాషల్లో సూపర్ హిట్ అయిన ూరాజశేఖర్ సినిమా ఏదో తెలుసా?,మూడు భాషల్లో సూపర్ హిట్ అయిన రాజశేఖర్ సినిమా ఏదో తెలుసా?,1
తరవాత కథనంఇంట్లో ప్రతికూలతలను దూరం చేయాలంటే ఈ వాస్తు నివారణలు తప్పనిసరి,తరవాత కథనంఇంట్లో ప్రతికూలతలను దూరం చేయాలంటే ఈ వాస్తు నివారణలు తప్పనిసరి,0
"అమ్మ జయలలిత జీవితంలవో గర్భవతి కాలేదు, ఆస్తి కోసం అమృత డ్రామాలు, వీడియో !","అమ్మ జయలలిత జీవితంలో గర్భవతి కాలేదు, ఆస్తి కోసం అమృత డ్రామాలు, వీడియో !",1
చావుకూ చుక్కలు చూపుతున్న పెద్ద నోట్ల రద్దు,చావుకూ చుక్కలు చూపుతున్న పెద్ద నోట్ల రద్దు,0
ముసాయిదా ఎప్పుడు విడుదల చేశారు?,ముసాయిదా మార్పు ఎప్పుడు విడుదల చేశారు?,1
రన్ వ ేనుంచి జారి ఖాళీ స్థలంలోకి దూసుకెళ్లిన స్పైస్ జెట్,రన్ వే నుంచి జారి ఖాళీ స్థలంలోకి దూసుకెళ్లిన స్పైస్ జెట్,1
ఆసీస్ మాత్రమే ఇంతవరకూ కన్ఫార్మ్ గా కు,ఆసీస్ మాత్రమే ఇంతవరకూ కన్ఫార్మ్ గా సెమీస్ కు,1
కొత్తవలసలో భూ వినియోగం కింది భూ విధంగా ఉంది:,కొత్తవలసలో భూ వినియోగం కింది విధంగా ఉంది:,1
"కొడుకులు, అళ్లుళ్ల మధ్య పెరెుగుతున్న పోటీలు","కొడుకులు, అళ్లుళ్ల మధ్య పెరుగుతున్న పోటీలు",1
ఇందిరా భవన్ లో టిపిసిసి వివర్స్ సెల్ ప్రెసిడెంట్ ప్రమాణ స్వీకారం,ఇందిరా భవన్ లో టిపిసిసి వివర్స్ సెల్ ప్రెసిడెంట్ ప్రమాణ స్వీకారం,0
"లాడెన్, ల బాబర్ వారసుడు కేసీఆర్","లాడెన్, బాబర్ ల వారసుడు కేసీఆర్",1
బండి సంజయ్ ను బండ బూతులు తిట్టిన ఎమ్మెల్యే హనుమంతరావు,బండి సంజయ్ ను బండ బూతులు తిట్టిన ఎమ్మెల్యే మైనంపల్లి హనుమంతరావు,1
ఇకపై ఏం చేయాలన్నా తమ అనుమతి తీసుకోవాలని ఆదేశం,ఇకపై ఏం చేయాలన్నా తమ అనుమతి తీసుకోవాలని ఆదేశం,0
వేరు చేయనున్న వెస్టింగ్ హౌస్ నదివాళా పిటిషన్,వేరు చేయనున్న వెస్టింగ్ హౌస్ దివాళా పిటిషన్,1
భారత్ నుంచి బ్రిటన్ పారిపోయిన కు నీరవ్,భారత్ నుంచి బ్రిటన్ కు పారిపోయిన నీరవ్,1
వైయస్ మోసం చేసినప్పుడు ముద్రగడ ఎందుకు మాట్లాడలేదు? ఆయన వెనకున్న అదృశ్య ఎవరో మాకు తెలుసు : గంటా,వైయస్ మోసం చేసినప్పుడు ముద్రగడ ఎందుకు మాట్లాడలేదు? ఆయన వెనకున్న అదృశ్య శక్తి ఎవరో మాకు తెలుసు : గంటా,1
అంబటి రాయుడి రిటైర్మెంట్ పై విరాట్ కోహ్లీ ట్వీట్,అంబటి రాయుడి రిటైర్మెంట్ పై విరాట్ కోహ్లీ ట్వీట్,0
ధరలు పెరగడంతో పెద్ద రైతులకు ప్రయోజనం,ధరలు పెరగడంతో పెద్ద రైతులకు ప్రయోజనం,0
సీనియర్లకు సీటు వారసుల కష్టాలు ! వారసుల కోసం ఆపసోపాలు,సీనియర్లకు సీటు కష్టాలు ! వారసుల కోసం ఆపసోపాలు,1
ఖర్చుకు రెడీ అన్ని పార్టీలు ఏర్పాట్లు భారీ,ఖర్చుకు రెడీ అన్ని పార్టీలు భారీ ఏర్పాట్లు,1
ఆహారం కోసం జనావాసాలపై పడుతున్న,ఆహారం కోసం జనావాసాలపై పడుతున్న కోతులు,1
నా డబ్బును ్బయాంకులు ఎందుకు తీసుకోవడం లేదు?,నా డబ్బును బ్యాంకులు ఎందుకు తీసుకోవడం లేదు?,1
బాబు పవిత్ర సంగమం వద్ద బాబు పూజలు,పవిత్ర సంగమం వద్ద బాబు పూజలు,1
గొడుగు తెచ్చిన తరువాతనే కిదంకు దిగిన కత్రినా,గొడుగు తెచ్చిన తరువాతనే కిందకు దిగిన కత్రినా,1
అంధత్వాన్ని నివారించే ఈ ఔషధం ఐదు కోట్లే!,అంధత్వాన్ని నివారించే ఈ ఔషధం ఐదు కోట్లే!,0
