Input Sentences,Output Sentences
డిగ్రీ చదివే రోజుల్లో విద్యార్థి నాయకుడిగా,డిగ్రీ చదివే రోజుల్లో విద్యార్థి నాయకుడిగా
పోలీసుల కేసు నమోదుతో కదిలిన డొంక,పోలీసుల కేసు నమోదుతో కదిలిన డొంక
ఒక టాక్సీని లేదా ఒక హోటల్ కారుకు బదిలీ చేయండి;,ఒక టాక్సీని లేదా ఒక హోటల్ కారుకు బదిలీ చేయండి;
అనేక రక్తనాళాలు గట్టిపడటం: ఇది ఏమిటి?,అనేక రక్తనాళాలు గట్టిపడటం: ఇది ఏమిటి?
"బెంగాల్ హింసపై గవర్నర్ సీరియస్ , అందుకే సీఎం మమతకు హితబోధ","బెంగాల్ హింసపై గవర్నర్ సీరియస్ , అందుకే సీఎం మమతకు హితబోధ"
"టీడీపీ, బీజేపీలకు ఉమ్మడి ప్రేమికుడు పవన్ కల్యాణ్: వైసీపీ ఎమ్మెల్యే అమర్ నాథ్ రెడ్డి","టీడీపీ, బీజేపీలకు ఉమ్మడి ప్రేమికుడు పవన్ కల్యాణ్: వైసీపీ ఎమ్మెల్యే అమర్ నాథ్ రెడ్డి"
కూతురు కోసం రాజశేఖర్ ఎవరి తలుపు తట్టారంటే!,కూతురు కోసం రాజశేఖర్ ఎవరి తలుపు తట్టారంటే!
మోత్కుపల్లి అప్పుడే చచ్చిపోయాడు: సండ్ర తీవ్ర వ్యాఖ్యలు,మోత్కుపల్లి అప్పుడే చచ్చిపోయాడు: సండ్ర తీవ్ర వ్యాఖ్యలు
డబ్బింగ్ పనులు పూర్తిచేసిన 'మహా సముద్రం',డబ్బింగ్ పనులు పూర్తిచేసిన 'మహా సముద్రం'
గర్వంగా ఉంది : క్రిస్ గేల్,గర్వంగా ఉంది : క్రిస్ గేల్
ఈ ఏడాది మొదటి రోజు అత్యధిక కలెక్షన్స్ సాధించిన సినిమాలు ఏంటో తెలుసా ?,ఈ ఏడాది మొదటి రోజు అత్యధిక కలెక్షన్స్ సాధించిన సినిమాలు ఏంటో తెలుసా ?
నిమ్మవరంలో భూ వినియోగం కింది విధంగా ఉంది:,నిమ్మవరంలో భూ వినియోగం కింది విధంగా ఉంది:
'నిర్భయ' కేసులో బాలనేరస్థుడిపై పునర్విచారణ కోరుతున్న తల్లిదండ్రులు,'నిర్భయ' కేసులో బాలనేరస్థుడిపై పునర్విచారణ కోరుతున్న తల్లిదండ్రులు
లోగోపై ఫిర్యాదు చేసిన నాజ్ పటేల్,లోగోపై ఫిర్యాదు చేసిన నాజ్ పటేల్
కరోనా నివారణకు తీసుకున్న చర్యలు అంతంతమాత్రమే,కరోనా నివారణకు తీసుకున్న చర్యలు అంతంతమాత్రమే
"విజయ్ ఇంటికి వచ్చిన రష్మిక, వంశీ ఫ్యామిలీ","విజయ్ ఇంటికి వచ్చిన రష్మిక, వంశీ ఫ్యామిలీ"
టీకా వేయడంలో వాణిజ్య ప్రయోజనాలు కూడదు,టీకా వేయడంలో వాణిజ్య ప్రయోజనాలు కూడదు
అన్నంరాజుపేటలో భూ వినియోగం కింది విధంగా ఉంది:,అన్నంరాజుపేటలో భూ వినియోగం కింది విధంగా ఉంది:
శరీర ఆకృతి బాగాలేదని అనుకునే వారి కోసం యువతి వినూత్న ప్రచారం!,శరీర ఆకృతి బాగాలేదని అనుకునే వారి కోసం యువతి వినూత్న ప్రచారం!
టీడీపీని ఆ పార్టీ నేతలే నాశనం చేసుకుంటున్నారు: ఏపీ డిప్యూటీ సీఎం ధర్మాన కృష్ణదాస్,టీడీపీని ఆ పార్టీ నేతలే నాశనం చేసుకుంటున్నారు: ఏపీ డిప్యూటీ సీఎం ధర్మాన కృష్ణదాస్
సర్వ భూత దయా పుష్పం క్షమా పుష్పం విశేషతః,సర్వ భూత దయా పుష్పం క్షమా పుష్పం విశేషతః
కొత్త ప్రతిపాదనలపై అభ్యంతరం తెలిపిన కేసీఆర్,కొత్త ప్రతిపాదనలపై అభ్యంతరం తెలిపిన కేసీఆర్
తెలుగుదేశం పార్టీ కార్యాలయంలో ఉగాది వేడుకలు,తెలుగుదేశం పార్టీ కార్యాలయంలో ఉగాది వేడుకలు
పిల్లలు పుట్టని వారిని రావిచెట్టుకు ఎందుకు ప్రదక్షిణాలు చేయమంటారు?,పిల్లలు పుట్టని వారిని రావిచెట్టుకు ఎందుకు ప్రదక్షిణాలు చేయమంటారు?
తొడ కండరాల గాయంతో బాధపడుతున్న రాహుల్,తొడ కండరాల గాయంతో బాధపడుతున్న రాహుల్
కాగితం రూపంలో కింది సమాచారాన్ని కలిగి ఉండాలి:,కాగితం రూపంలో కింది సమాచారాన్ని కలిగి ఉండాలి:
మేడారం జాతరకు ఆర్టీసీ విస్తృత ఏర్పాట్లు,మేడారం జాతరకు ఆర్టీసీ విస్తృత ఏర్పాట్లు
"గుజరాత్ మోడల్ నే కాదు, జనతా కర్ఫ్యూని కూడా రిపీట్ చేసిన మోడీ!","గుజరాత్ మోడల్ నే కాదు, జనతా కర్ఫ్యూని కూడా రిపీట్ చేసిన మోడీ!"
యూకే అరుదైన పురస్కారం పొందిన భారత సంతతి వైద్యుడు,యూకే అరుదైన పురస్కారం పొందిన భారత సంతతి వైద్యుడు
సైకిల్ మీది నుంచి కింద పడిన లాలూ తనయుడు,సైకిల్ మీది నుంచి కింద పడిన లాలూ తనయుడు
పది లక్షలు అమ్ముడుపోయిన మైక్రోమ్యాక్స్ కాన్వాస్ ఫోన్లు,పది లక్షలు అమ్ముడుపోయిన మైక్రోమ్యాక్స్ కాన్వాస్ ఫోన్లు
"నీరు, ప్రమాద చికిత్స బాక్స్ తప్పనిసరి :","నీరు, ప్రమాద చికిత్స బాక్స్ తప్పనిసరి :"
ఒంగోలు గిత్త కు క్లైమాక్స్ టచ్,ఒంగోలు గిత్త కు క్లైమాక్స్ టచ్
"వ్యవసాయాన్ని లాభసాటిగా చేసే వరకూ నిరంతరం పని చేస్తాననీ, అన్ని వర్గాలకు","వ్యవసాయాన్ని లాభసాటిగా చేసే వరకూ నిరంతరం పని చేస్తాననీ, అన్ని వర్గాలకు"
ఖమ్మం జిల్లాలో బ్లాక్ ఫంగస్ కేసు,ఖమ్మం జిల్లాలో బ్లాక్ ఫంగస్ కేసు
డిస్నీ ఉత్పత్తి నుండి సంగీత విప్లవం,డిస్నీ ఉత్పత్తి నుండి సంగీత విప్లవం
బోబ్డే వీడ్కోలులో వెలుగులోకి ఆసక్తికర విషయం,బోబ్డే వీడ్కోలులో వెలుగులోకి ఆసక్తికర విషయం
"నీళ్లు పడని బోర్ల పూడ్చివేత చర్యలు శూన్యం, మంత్రి కెటిఆర్ ఆదేశాలనూ పట్టించుకోని పంచాయతీ, రెవెన్యూ శాఖలు,","నీళ్లు పడని బోర్ల పూడ్చివేత చర్యలు శూన్యం, మంత్రి కెటిఆర్ ఆదేశాలనూ పట్టించుకోని పంచాయతీ, రెవెన్యూ శాఖలు,"
"ముంబై, బెంగళూరు, ఢిల్లీ ఎయిర్ పోర్టుల్లో పైలట్ ప్రాజెక్టుగా అమలు","ముంబై, బెంగళూరు, ఢిల్లీ ఎయిర్ పోర్టుల్లో పైలట్ ప్రాజెక్టుగా అమలు"
"హైదరాబాద్ ఉస్మానియా ఆస్పత్రి: వివాదం ఏమిటి, ఇప్పుడేం జరుగుతుంది?","హైదరాబాద్ ఉస్మానియా ఆస్పత్రి: వివాదం ఏమిటి, ఇప్పుడేం జరుగుతుంది?"
జపాన్ లో టెక్కీ అవతారమెత్తిన చంద్రబాబు,జపాన్ లో టెక్కీ అవతారమెత్తిన చంద్రబాబు
బీజేపీకి ఎక్కువ మంది ఎమ్మెల్యేలున్నారనే విషయాన్ని శివసేన గుర్తుంచుకోవాలి,బీజేపీకి ఎక్కువ మంది ఎమ్మెల్యేలున్నారనే విషయాన్ని శివసేన గుర్తుంచుకోవాలి
పునరావాస కాలం లైంగిక చర్యలలో విరమణ;,పునరావాస కాలం లైంగిక చర్యలలో విరమణ;
ఫోటో స్టోరి:  రెడ్ హాట్ బికినీలో శ్రీమతిగారు,ఫోటో స్టోరి:  రెడ్ హాట్ బికినీలో శ్రీమతిగారు
ఓవర్సీస్ లో టాలీవుడ్ సత్తా గమనించారా!,ఓవర్సీస్ లో టాలీవుడ్ సత్తా గమనించారా!
"రష్యన్ నిర్మాణ విశ్వవిద్యాలయాలు: రేటింగ్, వివరణ, లక్షణాలు మరియు సమీక్షలు","రష్యన్ నిర్మాణ విశ్వవిద్యాలయాలు: రేటింగ్, వివరణ, లక్షణాలు మరియు సమీక్షలు"
"రాష్ట్రాలు, కేంద్ర పాలిత ప్రాంతాల విచక్షణాధికారాలు","రాష్ట్రాలు, కేంద్ర పాలిత ప్రాంతాల విచక్షణాధికారాలు"
డిప్యూటీ సీఎం ఆఫీసుకే కన్నం వేశారు,డిప్యూటీ సీఎం ఆఫీసుకే కన్నం వేశారు
అదృష్టవశాత్తూ నేను ఎంపిక చేసుకోవాల్సిన అవసరం లేదు,అదృష్టవశాత్తూ నేను ఎంపిక చేసుకోవాల్సిన అవసరం లేదు
ఆ రోజున సుదీర్ఘ పాక్షిక చంద్ర గ్రహణం,ఆ రోజున సుదీర్ఘ పాక్షిక చంద్ర గ్రహణం
కావూరి సిద్ధాంతం వ్యాపారమే: జైరాం రమేష్,కావూరి సిద్ధాంతం వ్యాపారమే: జైరాం రమేష్
రామలింగారెడ్డి ఆత్మకు శాంతి కలగాలి : సీఎం,రామలింగారెడ్డి ఆత్మకు శాంతి కలగాలి : సీఎం
"అతిథులను చూసినట్లు గానే, భక్తులకు మర్యాదగా సకల సౌకర్యాలు కల్పించాలని,","అతిథులను చూసినట్లు గానే, భక్తులకు మర్యాదగా సకల సౌకర్యాలు కల్పించాలని,"
ప్రతీకారం తప్పదు : సులేమానీ కూతురు,ప్రతీకారం తప్పదు : సులేమానీ కూతురు
ఆ నాలుగు రాష్ట్రాల్లో ఆగని వైరస్ ఉధృతి,ఆ నాలుగు రాష్ట్రాల్లో ఆగని వైరస్ ఉధృతి
నా ట్విట్టర్ ఖాతాను ఆమిర్ సస్పెండ్ చేయించాడు,నా ట్విట్టర్ ఖాతాను ఆమిర్ సస్పెండ్ చేయించాడు
జూరాలలో నేటి నుంచి విద్యుత్ ఉత్పత్తి చేసి శ్రీశైలానికి నీటి విడుదల,జూరాలలో నేటి నుంచి విద్యుత్ ఉత్పత్తి చేసి శ్రీశైలానికి నీటి విడుదల
రెండు వికెట్లు తీస్తే విజయం మనదే,రెండు వికెట్లు తీస్తే విజయం మనదే
మరో వివాదంలో చిక్కుకున్న శిల్పా శెట్టి భర్త రాజ్ కుంద్రా,మరో వివాదంలో చిక్కుకున్న శిల్పా శెట్టి భర్త రాజ్ కుంద్రా
కరోనా ప్రయోజనాలపై బిగ్ బి ట్విట్,కరోనా ప్రయోజనాలపై బిగ్ బి ట్విట్
దీక్షకు సిద్ధమైన చంద్రబాబుపై జగన్ విమర్శలు చేస్తున్నారు,దీక్షకు సిద్ధమైన చంద్రబాబుపై జగన్ విమర్శలు చేస్తున్నారు
"తంగేడుకుంట, అనంతపురం జిల్లా, ఓబులదేవరచెరువు మండలానికి చెందిన గ్రామం","తంగేడుకుంట, అనంతపురం జిల్లా, ఓబులదేవరచెరువు మండలానికి చెందిన గ్రామం"
ఇప్పుడు ఎవరెస్టు ఎక్కాలంటే తాతలు దిగిరావాలి!,ఇప్పుడు ఎవరెస్టు ఎక్కాలంటే తాతలు దిగిరావాలి!
ఇసుక అక్రమాలు జరిగిన చోట్ల ఓడిపోయారు,ఇసుక అక్రమాలు జరిగిన చోట్ల ఓడిపోయారు
"మూలం ద్వారా, పదార్థాలు మరియు రసాయన ప్రతిచర్యలు వివిధ ఫలితంగా సమ్మేళనాలు విభజించబడింది:","మూలం ద్వారా, పదార్థాలు మరియు రసాయన ప్రతిచర్యలు వివిధ ఫలితంగా సమ్మేళనాలు విభజించబడింది:"
గాలి జనార్ధన్ రెడ్డికి సీబీఐ కోర్టు బెయిల్,గాలి జనార్ధన్ రెడ్డికి సీబీఐ కోర్టు బెయిల్
క్రెడాయ్ ప్రాపర్టీ షో ప్రారంభించిన మంత్రి ప్రతిపాటి,క్రెడాయ్ ప్రాపర్టీ షో ప్రారంభించిన మంత్రి ప్రతిపాటి
'రారండోయ్ వేడుక చూద్దాం' నా కెరీర్ లో మెమొరబుల్ మూవీ అవుతుంది,'రారండోయ్ వేడుక చూద్దాం' నా కెరీర్ లో మెమొరబుల్ మూవీ అవుతుంది
కెరాటిన్ జుట్టు సంరక్షణ ఉత్పత్తులను వాడండి,కెరాటిన్ జుట్టు సంరక్షణ ఉత్పత్తులను వాడండి
రైతులను కేంద్రం ఆదుకుంటుంది: చిరంజీవి హామీ,రైతులను కేంద్రం ఆదుకుంటుంది: చిరంజీవి హామీ
వైరస్ ఎలా స్పందిస్తుందనే దానిపై ఇప్పుడు ఓ అంచనాకు రాలేం,వైరస్ ఎలా స్పందిస్తుందనే దానిపై ఇప్పుడు ఓ అంచనాకు రాలేం
కరోనా అనుభవాలని చెప్పిన హాలీవుడ్ నటుడు !,కరోనా అనుభవాలని చెప్పిన హాలీవుడ్ నటుడు !
ఇవన్నీ టీడీపీ ప్రభుత్వంపై బురదజల్లేందుకు జరుగుతున్న కుట్రలు: మంత్రి అచ్చెన్నాయుడు,ఇవన్నీ టీడీపీ ప్రభుత్వంపై బురదజల్లేందుకు జరుగుతున్న కుట్రలు: మంత్రి అచ్చెన్నాయుడు
లెనిన్ మరియు బిల్డర్స్ యొక్క అవకాశాలు,లెనిన్ మరియు బిల్డర్స్ యొక్క అవకాశాలు
"""నేను నీ మాట కాదన్న రోజు కదమ్మా నువ్వు ఈ మాటలన్నీ అనాల్సింది?""","""నేను నీ మాట కాదన్న రోజు కదమ్మా నువ్వు ఈ మాటలన్నీ అనాల్సింది?"""
కార్ ప్రమాదం ఎలా జరిగింది అంటే - రాజశేఖర్,కార్ ప్రమాదం ఎలా జరిగింది అంటే - రాజశేఖర్
శ్రీదేవితో అనిల్ కపూర్ సంబంధం గురించి జాన్వి ఏం చెప్పిందంటే,శ్రీదేవితో అనిల్ కపూర్ సంబంధం గురించి జాన్వి ఏం చెప్పిందంటే
లాక్ డౌన్ అనేది చాలా అరుదుగా తీసుకునే చర్య,లాక్ డౌన్ అనేది చాలా అరుదుగా తీసుకునే చర్య
రాజయ్య కోసం ప్రచారానికి వచ్చిన పల్లా,రాజయ్య కోసం ప్రచారానికి వచ్చిన పల్లా
"మారుతున్న ప్రతి మహిళ ఉత్తమ వెతుకుతున్న, కానీ ""ఉత్తమ"" ఒక దేశద్రోహి ఎంచుకోవచ్చు కాదు?","మారుతున్న ప్రతి మహిళ ఉత్తమ వెతుకుతున్న, కానీ ""ఉత్తమ"" ఒక దేశద్రోహి ఎంచుకోవచ్చు కాదు?"
గల్లీ నుంచి ఢిల్లీ వరకు చంద్రబాబు తన మనుషులను పెట్టుకున్నారు: కొడాలి నాని,గల్లీ నుంచి ఢిల్లీ వరకు చంద్రబాబు తన మనుషులను పెట్టుకున్నారు: కొడాలి నాని
- విజయ గర్జనతో ప్రతిపక్షాలకు దిమ్మ తిరిగిపోవాలి,- విజయ గర్జనతో ప్రతిపక్షాలకు దిమ్మ తిరిగిపోవాలి
"ఇనుప, కంచు, సీసం, ఇత్తడి, పంచలోహ","ఇనుప, కంచు, సీసం, ఇత్తడి, పంచలోహ"
శాసనమండలి చైర్మన్ పదవికి షరీఫ్ నామినేషన్ దాఖలు,శాసనమండలి చైర్మన్ పదవికి షరీఫ్ నామినేషన్ దాఖలు
"తెల్లవారుజామున ప్రమాదం, భారీగా గ్యాస్ లీక్:","తెల్లవారుజామున ప్రమాదం, భారీగా గ్యాస్ లీక్:"
వెల్మల్లో భూ వినియోగం కింది విధంగా ఉంది:,వెల్మల్లో భూ వినియోగం కింది విధంగా ఉంది:
ఇక డిజిటల్ వ్యాపార విస్తరణపై జియో ప్లాన్స్,ఇక డిజిటల్ వ్యాపార విస్తరణపై జియో ప్లాన్స్
"తలలు తీయాలన్నా, విగ్రహాల ధ్వంసం చెయ్యాలన్నా అది జగన్ రెడ్డికే సాధ్యం :అయ్యన్న పాత్రుడు","తలలు తీయాలన్నా, విగ్రహాల ధ్వంసం చెయ్యాలన్నా అది జగన్ రెడ్డికే సాధ్యం :అయ్యన్న పాత్రుడు"
దుష్ప్రచారం చేయకుండా ఆదేశాలు ఇవ్వాలని కోర్టుకు విన్నపం,దుష్ప్రచారం చేయకుండా ఆదేశాలు ఇవ్వాలని కోర్టుకు విన్నపం
నాగబాబు ఫై మంచు విష్ణు సెటైర్లు,నాగబాబు ఫై మంచు విష్ణు సెటైర్లు
కరోనా కంటే మొండిగా తయారైన టాలీవుడ్,కరోనా కంటే మొండిగా తయారైన టాలీవుడ్
కరోనాపై తప్పుడు వార్తలు ప్రచారం చేస్తే కఠిన చర్యలు,కరోనాపై తప్పుడు వార్తలు ప్రచారం చేస్తే కఠిన చర్యలు
"ఐదో డబుల్ సెంచరీ: రికార్డుల మోత, దిగ్గజాల సరసన అలెస్టర్ కుక్","ఐదో డబుల్ సెంచరీ: రికార్డుల మోత, దిగ్గజాల సరసన అలెస్టర్ కుక్"
టాప్ లెస్ బిగ్ బాస్ బ్యూటీ,టాప్ లెస్ బిగ్ బాస్ బ్యూటీ
సత్యదేవ్ కొత్త సినిమా షూటింగ్ ప్రారంభం!,సత్యదేవ్ కొత్త సినిమా షూటింగ్ ప్రారంభం!
విరాట్ కోహ్లీ టాప్ ర్యాంకు హుష్ కాకి,విరాట్ కోహ్లీ టాప్ ర్యాంకు హుష్ కాకి
యోగిని సీఎం పీఠం నుంచి తప్పిస్తారా?,యోగిని సీఎం పీఠం నుంచి తప్పిస్తారా?
కేసీఆర్ కు ఎన్నికల సంఘం సహకరించింది,కేసీఆర్ కు ఎన్నికల సంఘం సహకరించింది
పల్లె ప్రగతి పనులతో ఎంతో అభివృద్ధి,పల్లె ప్రగతి పనులతో ఎంతో అభివృద్ధి
హథ్నూరలో భూ వినియోగం కింది విధంగా ఉంది:,హథ్నూరలో భూ వినియోగం కింది విధంగా ఉంది:
ఏవోబీలో గంజాయి స్మగ్లర్లపై పోలీసుల కాల్పులు!,ఏవోబీలో గంజాయి స్మగ్లర్లపై పోలీసుల కాల్పులు!
నిబంధనలు ఉల్లంఘిస్తూ మంత్రి పుట్టిన రోజు వేడుకలు,నిబంధనలు ఉల్లంఘిస్తూ మంత్రి పుట్టిన రోజు వేడుకలు
టీడీపీ ఎంపీ సుజనా చౌదరికి ఈడీ షాక్,టీడీపీ ఎంపీ సుజనా చౌదరికి ఈడీ షాక్
రమణదీక్షితులు దీక్షకు రాజకీయ నాయకులకు భయమెందుకు?,రమణదీక్షితులు దీక్షకు రాజకీయ నాయకులకు భయమెందుకు?
"నిర్మాతలు :     మాండవ నాగేశ్వరరావు, వడ్డేపల్లి శ్రీనివాస్, నల్లి కిరణ్ కుమార్","నిర్మాతలు :     మాండవ నాగేశ్వరరావు, వడ్డేపల్లి శ్రీనివాస్, నల్లి కిరణ్ కుమార్"
కర్నూలు జిల్లా: కర్నూలు ప్రభుత్వ ఆసుపత్రిలో  మంటకలిసిన మానవత్వం,కర్నూలు జిల్లా: కర్నూలు ప్రభుత్వ ఆసుపత్రిలో  మంటకలిసిన మానవత్వం
సినిమాలు ఆడకుంటే లావు పెరిగా : హీరో,సినిమాలు ఆడకుంటే లావు పెరిగా : హీరో
దిశ నిందితుడి ఇంట్లో తీవ్ర విషాదం : చావు బతుకుల మధ్య తండ్రి,దిశ నిందితుడి ఇంట్లో తీవ్ర విషాదం : చావు బతుకుల మధ్య తండ్రి
శ్రీదేవిని సన్నీలియోనీతో పోల్చి అవమానించిన కస్తూరి,శ్రీదేవిని సన్నీలియోనీతో పోల్చి అవమానించిన కస్తూరి
"చేపల ఈత మూత్రాశయం: వివరణ, ఫంక్షన్","చేపల ఈత మూత్రాశయం: వివరణ, ఫంక్షన్"
తరవాత కథనంపెళ్లి కంటే అదే బెస్ట్ -నికీషాపటేల్,తరవాత కథనంపెళ్లి కంటే అదే బెస్ట్ -నికీషాపటేల్
"అంధులు, పాక్షికదృష్టి లోపమున్న వారి హక్కుల సాధనకు ఉద్యమం","అంధులు, పాక్షికదృష్టి లోపమున్న వారి హక్కుల సాధనకు ఉద్యమం"
గులిమి తొలగించడానికి ఉత్తమ పద్ధతి ఏంటి? హాని కలిగించే పనులేంటి?,గులిమి తొలగించడానికి ఉత్తమ పద్ధతి ఏంటి? హాని కలిగించే పనులేంటి?
ఈ సారైనా ఉరి అమలు జరిగేనా,ఈ సారైనా ఉరి అమలు జరిగేనా
"భారతదేశం: ఫోటో, ప్రకృతి మరియు ఆకర్షణలు","భారతదేశం: ఫోటో, ప్రకృతి మరియు ఆకర్షణలు"
రాజ్ తరుణ్ సినిమాకి దిల్ రాజు కొత్త కండీషన్,రాజ్ తరుణ్ సినిమాకి దిల్ రాజు కొత్త కండీషన్
నేవీలో అధికారుల మధ్య భార్యల మార్పిడి: బయటపెట్టిన ఓ అధికారి భార్య,నేవీలో అధికారుల మధ్య భార్యల మార్పిడి: బయటపెట్టిన ఓ అధికారి భార్య
కాళేశ్వరం ప్రాజెక్టుకు చిన్నతరహా ప్రాజెక్టులు బలి!,కాళేశ్వరం ప్రాజెక్టుకు చిన్నతరహా ప్రాజెక్టులు బలి!
సీబీఐ విచారణను స్వీకరించే దమ్ము చంద్రబాబుకు ఉందా?: ఏపీ మంత్రి అనిల్ యాదవ్,సీబీఐ విచారణను స్వీకరించే దమ్ము చంద్రబాబుకు ఉందా?: ఏపీ మంత్రి అనిల్ యాదవ్
"కరోనా టైం లో బడులు,చిన్నారుల కోసం ప్రత్యేక ఏర్పాట్లు చేసిన థాయ్ ల్యాండ్ సర్కార్","కరోనా టైం లో బడులు,చిన్నారుల కోసం ప్రత్యేక ఏర్పాట్లు చేసిన థాయ్ ల్యాండ్ సర్కార్"
లంచం తీసుకున్న కేసులో బందరు సబ్ రిజిస్ట్రార్ కు నాలుగేళ్ల జైలు శిక్ష,లంచం తీసుకున్న కేసులో బందరు సబ్ రిజిస్ట్రార్ కు నాలుగేళ్ల జైలు శిక్ష
"""తారామణి"" ఒక ట్రెండీ సినిమా : డైరెక్టర్ మారుతి","""తారామణి"" ఒక ట్రెండీ సినిమా : డైరెక్టర్ మారుతి"
మూడవ పథకం వివిధ డిటెక్టర్ల ప్రతిస్పందన ఆధారంగా పట్టికను విభజిస్తుంది:,మూడవ పథకం వివిధ డిటెక్టర్ల ప్రతిస్పందన ఆధారంగా పట్టికను విభజిస్తుంది:
దానికి పోటీగానే పవన్ కవాతు నిర్వహించారు,దానికి పోటీగానే పవన్ కవాతు నిర్వహించారు
ఈ మిశ్రమంతో నోటిని పుక్కిలిస్తే చాలా సేపు తాజాగా కూడా ఉంటుంది,ఈ మిశ్రమంతో నోటిని పుక్కిలిస్తే చాలా సేపు తాజాగా కూడా ఉంటుంది
సినిమా ఇండస్ట్రీలోకి మరో వారసుడు వస్తున్నాడు,సినిమా ఇండస్ట్రీలోకి మరో వారసుడు వస్తున్నాడు
ఢిల్లీ అల్లర్లు: హైకోర్టు జడ్జీ బదిలీ!,ఢిల్లీ అల్లర్లు: హైకోర్టు జడ్జీ బదిలీ!
తనను గృహ నిర్బంధంలో ఉంచారని ఆరోపణ,తనను గృహ నిర్బంధంలో ఉంచారని ఆరోపణ
కాంగ్రెస్ ఎమ్మెల్యే చనిపోవడంతో అనివార్యమైన ఉప ఎన్నిక,కాంగ్రెస్ ఎమ్మెల్యే చనిపోవడంతో అనివార్యమైన ఉప ఎన్నిక
వైన్ షాపులు బంద్: గందరగోళంలో మందు బాబులు,వైన్ షాపులు బంద్: గందరగోళంలో మందు బాబులు
బాల్య వివాహలు జరగడానికి గల కారణాలు- చేపట్టవలసిన చర్యలు,బాల్య వివాహలు జరగడానికి గల కారణాలు- చేపట్టవలసిన చర్యలు
పురుషులతో పోలిస్తే మహిళల్లో రోగ నిరోధక శక్తి ఎక్కువ,పురుషులతో పోలిస్తే మహిళల్లో రోగ నిరోధక శక్తి ఎక్కువ
పట్టినమానవుం డొకరిప్రాపునఁ బూజ్యతఁ గాంచుఁ గానఁదా,పట్టినమానవుం డొకరిప్రాపునఁ బూజ్యతఁ గాంచుఁ గానఁదా
"ఆర్టీసీ బస్సు, లారీ ఢీ: ఇద్దరి మృతి","ఆర్టీసీ బస్సు, లారీ ఢీ: ఇద్దరి మృతి"
"""టు లెట్ బోర్డు చూసి వచ్చాను''","""టు లెట్ బోర్డు చూసి వచ్చాను''"
లోక్ సభలో బీజేపీ గాంధీ గిరి,లోక్ సభలో బీజేపీ గాంధీ గిరి
చాన్స్ చిక్కితే చాలు శ్రీదేవిని ఇరికించేందుకు ప్రయత్నాలు:,చాన్స్ చిక్కితే చాలు శ్రీదేవిని ఇరికించేందుకు ప్రయత్నాలు:
భోగాపురం ఎయిర్ పోర్ట్ అభివృద్ధి నిర్ణయం తీసుకున్న జగన్,భోగాపురం ఎయిర్ పోర్ట్ అభివృద్ధి నిర్ణయం తీసుకున్న జగన్
గాలి నుండి ఓటమి శత్రువు సిబ్బంది;,గాలి నుండి ఓటమి శత్రువు సిబ్బంది;
చురుకుగా పనిచేయాలంటే మెదడులోని నాడీ కణాల మధ్య సమాచార మార్పిడి వేగంగా,చురుకుగా పనిచేయాలంటే మెదడులోని నాడీ కణాల మధ్య సమాచార మార్పిడి వేగంగా
అంతా కలిసి తింటే ఒత్తిడి దూరం,అంతా కలిసి తింటే ఒత్తిడి దూరం
సంగీతా ఛటర్జీకి మూడోసారి బెయిల్ పొడిగింపు,సంగీతా ఛటర్జీకి మూడోసారి బెయిల్ పొడిగింపు
కాంగ్రెస్ నేత రేవంత్ ఇంటి దగ్గర ఉద్రిక్తత,కాంగ్రెస్ నేత రేవంత్ ఇంటి దగ్గర ఉద్రిక్తత
ఆ పాదాలూ - తప్పులు కనని 'ఒప్పుల కుప్పలు',ఆ పాదాలూ - తప్పులు కనని 'ఒప్పుల కుప్పలు'
దిశా సినిమా ని ఆపేయాలని హైకోర్టు ని ఆశ్రయించిన నిందితుల కుటుంబ సభ్యులు-వీడియో,దిశా సినిమా ని ఆపేయాలని హైకోర్టు ని ఆశ్రయించిన నిందితుల కుటుంబ సభ్యులు-వీడియో
ఆ నగరంలో కరోనా కష్టాలు మాములుగా లేవుగా !,ఆ నగరంలో కరోనా కష్టాలు మాములుగా లేవుగా !
'పటాస్' షో నుంచి బ్రేక్ తీసుకున్న శ్రీముఖి,'పటాస్' షో నుంచి బ్రేక్ తీసుకున్న శ్రీముఖి
పోలింగ్ నాటికీ వ్యూహాల్లో మార్పు తప్పదా ?,పోలింగ్ నాటికీ వ్యూహాల్లో మార్పు తప్పదా ?
ప్రజల కోసం ఏమైనా చేసేవారన్న ఆనం,ప్రజల కోసం ఏమైనా చేసేవారన్న ఆనం
ఎదిరలో భూ వినియోగం కింది విధంగా ఉంది:,ఎదిరలో భూ వినియోగం కింది విధంగా ఉంది:
జయలలిత బయోపిక్ కి ఆదిలోనే హంసపాదు,జయలలిత బయోపిక్ కి ఆదిలోనే హంసపాదు
గన్స్ లాక్కొని పోలీసులపై కాల్పులు జరిపారు,గన్స్ లాక్కొని పోలీసులపై కాల్పులు జరిపారు
రుచికరమైన మరియు ఆరోగ్యకరమైన దుంప కూర,రుచికరమైన మరియు ఆరోగ్యకరమైన దుంప కూర
మా కూటమిని బాబుకు అనుబంధంగా ప్రజలు భావించారు,మా కూటమిని బాబుకు అనుబంధంగా ప్రజలు భావించారు
